BusNo,PL
818,5.89013
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,65.42668
827,49.14219
828,0
829,0
830,58.67035
831,84.30975
832,129.00547
833,22.57884
834,50.12388
835,38.5746
836,0
837,44.00276
838,0
839,0
840,41.75065
841,0
842,0
843,18.47885
844,0
845,0
846,0
847,0
848,0
849,57.34218
850,23.04082
851,18.94082
852,46.94783
853,31.3563
854,76.16751
855,9.99013
856,29.56616
857,15.07181
858,0
859,28.69996
860,0
861,0
862,0
863,0
864,10.10562
865,77.66891
866,17.15068
867,12.99294
868,13.6859
869,3.58028
870,40.99995
871,0
872,0
873,3.69577
874,29.7394
875,31.99151
876,64.15626
877,13.28167
878,10.27886
879,54.33937
880,0
881,0
882,0
883,0
884,0.40422
885,12.35773
886,0
887,42.96332
888,37.88164
889,2.3676
890,0.40422
891,1.21267
892,36.0915
893,51.10557
894,14.32111
895,15.70702
896,12.069
897,13.39717
898,0
899,0
900,16.39998
901,0
902,61.44217
903,0
904,0
905,6.87182
906,58.09288
907,23.79152
908,45.67741
909,0
910,0
911,0
912,18.82533
913,0
914,44.06051
915,4.90844
916,111.73929
917,0
918,19.51828
919,2.07887
920,16.8042
921,100.70973
922,0.05775
923,2.77183
924,27.60278
925,20.44223
926,49.83515
927,39.20981
928,12.35773
929,39.3253
930,50.23937
931,0
932,7.16055
933,70.50836
934,0
935,0
936,58.38161
937,14.20562
938,0
939,11.72252
940,30.31686
941,121.61393
942,37.59291
943,2.77183
944,0
945,0
946,68.14076
947,21.59716
948,19.05631
949,0
950,0
951,0
952,0
953,0
954,0
955,98.39987
956,0
957,0
958,10.04787
959,18.30561
960,169.31246
961,0
962,0
963,51.45205
964,65.8309
965,21.59716
966,0
967,0
968,0
969,2.71408
970,21.42392
971,0
972,25.40842
973,89.44918
974,72.47174
975,37.82389
976,14.20562
977,14.26336
978,41.17319
979,38.69009
980,20.1535
981,9.47041
982,0
983,0
984,4.50422
985,0.92394
986,9.12393
987,19.17181
988,0
989,6.29436
990,26.90982
991,5.13943
992,0
993,28.29574
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,65.0802
1003,0
1004,0
1005,77.95765
1006,0
1007,20.61547
1008,49.7774
1009,61.26893
1010,22.57884
1011,72.24075
1012,70.27737
1013,41.98164
1014,72.70272
1015,141.18996
1016,10.22111
1017,5.25492
1018,50.87458
1019,0
1020,0
1021,0
1022,0
1023,28.35348
1024,61.55767
1025,57.16894
1026,0
1027,0
1028,0
1029,8.48872
1030,0
1031,49.14219
1032,0
1033,86.90834
1034,22.86758
1035,45.67741
1036,0
1037,0
1038,11.83801
1039,21.36617
1040,97.88016
1041,11.78027
1042,2.02112
1043,106.54212
1044,13.16618
1045,11.37604
1046,30.43236
1047,0.8662
1048,2.3676
1049,0
1050,0
1051,0
1052,6.64084
1053,0.28873
1054,7.62253
1055,0
1056,0
1057,0
1058,0
1059,49.83515
1060,0
1061,10.85632
1062,0
1063,0
1064,0
1065,0
1066,15.59153
1067,9.7014
1068,22.00138
1069,26.39011
1070,0
1071,26.33236
1072,31.76052
1073,34.30136
1074,68.71822
1075,17.95913
1076,13.91688
1077,17.38167
1078,2.13662
1079,43.65628
1080,20.55772
1081,35.91826
1082,17.38167
1083,12.76196
1084,53.99289
1085,0
1086,0
1087,0
1088,6.06337
1089,0
1090,6.3521
1091,72.06751
1092,13.45491
1093,10.10562
1094,45.0422
1095,21.6549
1096,0
1097,76.74497
1098,24.19574
1099,18.01688
1100,0
1101,15.41829
1102,0
1103,0
1104,0
1105,2.77183
1106,15.24505
1107,34.41686
1108,8.0845
1109,0.17324
1110,3.34929
1111,0
1112,0
1113,53.12669
1114,0
1115,0
1116,47.12107
1117,0
1118,0
1119,34.4746
1120,81.42243
1121,23.21405
1122,36.66897
1123,0
1124,1.09718
1125,57.45767
1126,0
1127,9.12393
1128,41.63516
1129,14.20562
1130,31.2408
1131,5.37042
1132,0
1133,18.5366
1134,5.37042
1135,0
1136,0
1137,2.82957
1138,6.75633
1139,0
1140,0
1141,0
1142,0
1143,0
1144,10.91407
1145,31.41404
1146,8.43098
1147,68.25625
1148,10.56759
1149,29.91264
1150,0
1151,0
1152,0
1153,12.64646
1154,39.03657
1155,22.46335
1156,28.18025
1157,0
1158,0
1159,0
1160,5.37042
1161,87.89003
1162,25.06194
1163,83.27031
1164,0.11549
1165,0.17324
1166,27.66053
1167,57.11119
1168,35.62953
1169,3.92676
1170,7.44929
1171,72.70272
1172,1.67465
1173,1.67465
1174,20.55772
1175,30.4901
1176,6.87182
1177,54.39711
1178,45.67741
1179,107.29282
1180,0
1181,9.06619
1182,38.45911
1183,14.03238
1184,7.16055
1185,31.12531
1186,77.32244
1187,16.45773
1188,60.63372
1189,0
1190,0
1191,7.33379
1192,0.57746
1193,0
1194,0
1195,0
1196,55.89852
1197,0
1198,35.97601
1199,25.58166
1200,42.61685
1201,45.44642
1202,6.23661
1203,60.11401
1204,47.81402
1205,75.93652
1206,72.99145
1207,20.55772
1208,31.47179
1209,12.24224
1210,44.46473
1211,20.44223
1212,39.26755
1213,37.18868
1214,0
1215,11.78027
1216,11.02956
1217,48.85346
1218,0
1219,31.3563
1220,17.20843
1221,78.24638
1222,68.66047
1223,0
1224,0
1225,25.81264
1226,0
1227,0
1228,0
1229,0
1230,0
1231,1.79014
1232,0
1233,0
1234,0
1235,32.51123
1236,0
1237,32.8577
1238,2.88732
1239,0
1240,20.09575
1241,0
1242,0
1243,0
1244,16.51547
1245,23.84926
1246,43.25206
1247,66.40836
1248,0
1249,0
1250,0
1251,0
1252,0
1253,48.96895
1254,24.31124
1255,114.62661
1256,0
1257,0
1258,53.29993
1259,0
1260,0
1261,0
1262,144.597
1263,39.67178
1264,6.29436
1265,14.78308
1266,93.0872
1267,0
1268,0
1269,28.18025
1270,28.75771
1271,128.48575
1272,21.42392
1273,24.8887
1274,0
1275,0
1276,0
1277,20.96194
1278,67.33231
1279,0
1280,81.99989
1281,53.12669
1282,0
1283,0
1284,0
1285,0
1286,23.79152
1287,1.15493
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,62.19288
1300,0.46197
1301,14.26336
1302,4.09999
1303,17.03519
1304,2.3676
1305,15.12956
1306,2.30986
1307,60.34499
1308,24.59997
1309,13.10843
1310,0
1311,0
1312,44.98445
1313,4.15774
1314,26.56335
1315,0.80845
1316,46.25487
1317,25.11969
1318,25.11969
1319,28.1225
1320,31.2408
1321,0
1322,58.26612
1323,20.78871
1324,0
1325,28.1225
1326,60.46049
1327,0
1328,0
1329,26.10137
1330,0
1331,0
1332,15.59153
1333,87.4858
1334,0
1335,42.84783
1336,0
1337,46.25487
1338,0
1339,0
1340,3.40704
1341,17.09294
1342,17.38167
1343,0
1344,0
1345,0
1346,0
1347,11.14506
1348,23.84926
1349,0
1350,52.43374
1351,0
1352,51.27881
1353,80.20976
1354,0
1355,0
1356,29.16193
1357,47.69853
1358,0
1359,18.88307
1360,0
1361,0
1362,0
1363,0
1364,35.80277
1365,0
1366,0
1367,53.18444
1368,0.8662
1369,93.43368
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,39.09432
1377,0
1378,0
1379,26.27461
1380,0
1381,0
1382,0
1383,0
1384,32.51123
1385,20.1535
1386,29.50841
1387,37.7084
1388,46.13938
1389,0.8662
1390,0
1391,19.40279
1392,25.35067
1393,53.58866
1394,98.39987
1395,40.99995
1396,1.03944
1397,0.11549
1398,0
1399,5.08168
1400,8.66196
1401,0
1402,0
1403,15.70702
1404,9.00844
1405,1.38591
1406,29.56616
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0.05775
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0.11549
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0.05775
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,21.36617
1621,23.15631
1622,21.36617
1623,21.36617
1624,9.23942
1625,8.0845
1626,7.56478
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,7.50703
1635,0
1636,0
1637,17.90139
1638,17.90139
1639,21.94363
1640,21.94363
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0.80845
1666,0
1667,0
1668,24.83095
1669,24.83095
1670,24.83095
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,2.02112
1680,2.02112
1681,2.42535
1682,0
1683,17.32392
1684,3.2338
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,23.09856
1693,23.09856
1694,23.09856
1695,23.09856
1696,0
1697,0.46197
1698,0
1699,0
1700,0
1701,0
1702,4.96619
1703,5.77464
1704,23.09856
1705,23.09856
1706,23.09856
1707,21.30842
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,21.36617
1729,21.36617
1730,21.36617
1731,21.36617
1732,21.36617
1733,18.30561
1734,8.66196
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,4.8507
1745,0
1746,2.30986
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,4.8507
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,8.0845
1766,5.54365
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,17.32392
1776,17.32392
1777,0
1778,0
1779,0
1780,0
1781,3.52253
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,5.25492
1799,3.58028
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,5.08168
1826,2.13662
1827,1.50141
1828,0
1829,0
1830,0
1831,23.67603
1832,23.67603
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,20.21124
1844,20.21124
1845,20.21124
1846,20.21124
1847,0
1848,0
1849,0
1850,10.39435
1851,10.39435
1852,0
1853,0
1854,0
1855,0
1856,0
1857,297.79821
1858,296.06581
1859,0
1860,391.28964
1861,51.91402
1862,206.27016
1863,147.83079
1864,146.38713
1865,198.41665
1866,393.77273
1867,0
1868,291.04188
1869,17.09294
1870,70.45061
1871,0
1872,41.05769
1873,250.5039
1874,0
1875,30.02813
1876,133.68293
1877,162.96035
1878,300.33905
1879,202.80537
1880,16.16899
1881,225.44196
1882,410.2882
1883,18.01688
1884,190.56313
1885,79.5168
1886,79.40131
1887,205.75044
1888,229.88844
