line,BusFrom,BusTo,X,Pmin,Pmax,ratio,IsBuildPlineLimit
93,613,29,0.06775,-160,160,1,NO
94,46,30,0.04021,-464,464,1,NO
95,49,30,0.04541,-362,362,1,NO
96,32,31,0.0001,-1593,1593,1,NO
97,39,31,0.02144,-1385,1385,1,NO
98,36,32,0.0189,-498,498,1,NO
99,615,33,0.06946,-160,160,1,NO
100,35,34,0.0001,-1593,1593,1,NO
101,34,51,0.01406,-1385,1385,1,NO
102,183,34,0.02287,-1385,1385,1,NO
103,183,35,0.02287,-1385,1385,1,NO
104,617,35,0.06052,-250,250,1,NO
105,644,36,0.06052,-250,250,1,NO
106,645,36,0.06156,-250,250,1,NO
107,38,37,0.0001,-876,876,1,NO
108,663,37,0.06616,-160,160,1,NO
109,55,38,0.02076,-394,394,1,NO
110,40,39,0.0001,-1593,1593,1,NO
111,682,39,0.05984,-250,250,1,NO
112,44,40,0.01277,-1385,1385,1,NO
113,679,40,0.06235,-250,250,1,NO
114,42,41,0.0001,-876,876,1,NO
115,41,43,0.03,-400,400,1,NO
116,80,41,0.0438,-609,609,1,NO
117,47,42,0.06564,-274,274,1,NO
118,54,42,0.02643,-392,392,1,NO
119,689,42,0.06839,-160,160,1,NO
120,44,43,0.0001,-1593,1593,1,NO
121,99,43,0.01994,-831,831,1,NO
122,50,44,0.01097,-1662,1662,1,NO
123,46,45,0.0001,-876,876,1,NO
124,49,45,0.06097,-394,394,1,NO
125,706,47,0.06775,-160,160,1,NO
126,707,47,0.06775,-160,160,1,NO
127,49,48,0.0001,-876,876,1,NO
128,717,48,0.06783,-160,160,1,NO
129,716,49,0.06831,-160,160,1,NO
130,51,50,0.0001,-1593,1593,1,NO
131,98,50,0.01788,-831,831,1,NO
132,100,50,0.05544,-831,831,1,NO
133,726,50,0.0608,-250,250,1,NO
134,727,51,0.06235,-250,250,1,NO
135,53,52,0.00878,-160,160,1,NO
136,754,52,0.06754,-160,160,1,NO
137,181,55,0.08353,-394,394,1,NO
138,778,55,0.06762,-160,160,1,NO
139,74,56,0.01281,-394,394,1,NO
140,796,56,0.06777,-160,160,1,NO
141,81,57,0.00496,-137,137,1,NO
142,80,58,0.00496,-137,137,1,NO
143,63,59,0.01405,-362,362,1,NO
144,82,59,0.07045,-362,362,1,NO
145,821,59,0.06798,-160,160,1,NO
146,60,85,0.0593,-362,362,1,NO
147,104,60,0.04091,-464,464,1,NO
148,834,60,0.06921,-160,160,1,NO
149,836,60,0.12583,-100,100,1,NO
150,62,61,0.0001,-876,876,1,NO
151,64,61,0.03843,-464,464,1,NO
152,109,61,0.0062,-464,464,1,NO
153,184,61,0.07066,-274,274,1,NO
154,82,62,0.01095,-464,464,1,NO
155,110,62,0.0062,-464,464,1,NO
156,71,63,0.03079,-362,362,1,NO
157,91,63,0.02769,-394,394,1,NO
158,94,63,0.0126,-464,464,1,NO
159,96,63,0.04236,-362,362,1,NO
160,64,69,0.02975,-464,464,1,NO
161,79,64,0.02438,-362,362,1,NO
162,93,64,0.0126,-464,464,1,NO
163,95,64,0.04236,-362,362,1,NO
164,90,65,0.04132,-394,394,1,NO
165,65,91,0.01446,-394,394,1,NO
166,66,67,0.02094,-500,500,1,NO
167,66,68,0.02355,-457,457,1,NO
168,152,66,0.08285,-464,464,1,NO
170,911,67,0.06269,-250,250,1,NO
171,912,67,0.06269,-250,250,1,NO
172,68,78,0.04153,-464,464,1,NO
173,978,68,0.06694,-160,160,1,NO
174,979,68,0.06653,-160,160,1,NO
175,83,69,0.00992,-464,464,1,NO
176,995,69,0.0655,-160,160,1,NO
177,996,69,0.07045,-160,160,1,NO
178,70,73,0.00971,-457,457,1,NO
179,107,70,0.00413,-457,457,1,NO
180,72,71,0.0001,-876,876,1,NO
181,86,71,0.00971,-362,362,1,NO
182,1059,71,0.06983,-160,160,1,NO
183,1060,71,0.06777,-160,160,1,NO
184,73,75,0.02444,-330,330,1,NO
185,87,73,0.02851,-464,464,1,NO
186,74,76,0.02469,-330,330,1,NO
187,74,108,0.00517,-464,464,1,NO
188,76,75,0.0001,-1593,1593,1,NO
189,76,105,0.02756,-845,845,1,NO
190,84,77,0.02665,-457,457,1,NO
191,85,77,0.01384,-464,464,1,NO
192,1095,77,0.06694,-160,160,1,NO
193,1096,77,0.06736,-160,160,1,NO
194,78,103,0.03368,-464,464,1,NO
195,1106,78,0.06839,-160,160,1,NO
196,88,79,0.02335,-464,464,1,NO
197,81,80,0.0001,-876,876,1,NO
198,80,96,0.0876,-362,362,1,NO
199,1114,80,0.06694,-160,160,1,NO
200,93,81,0.11674,-362,362,1,NO
201,1115,81,0.06694,-160,160,1,NO
202,1138,82,0.06756,-160,160,1,NO
203,1139,82,0.06756,-160,160,1,NO
204,84,83,0.0001,-876,876,1,NO
205,103,83,0.02169,-464,464,1,NO
206,1141,83,0.06653,-160,160,1,NO
207,184,84,0.07087,-274,274,1,NO
208,1192,84,0.0686,-160,160,1,NO
209,86,85,0.0001,-876,876,1,NO
210,1182,85,0.0936,-160,160,1,NO
211,86,108,0.0405,-464,464,1,NO
212,1184,86,0.09277,-160,160,1,NO
213,88,87,0.0001,-876,876,1,NO
214,94,87,0.03512,-362,362,1,NO
215,1213,87,0.06715,-160,160,1,NO
216,89,94,0.04153,-464,464,1,NO
217,102,89,0.01343,-362,362,1,NO
218,1217,89,0.0657,-160,160,1,NO
219,104,90,0.0314,-464,464,1,NO
220,1244,90,0.06756,-160,160,1,NO
221,1343,91,0.06756,-160,160,1,NO
222,100,92,0.01038,-845,845,1,NO
223,92,106,0.0105,-845,845,1,NO
224,1382,92,0.06269,-250,250,1,NO
225,1384,92,0.06294,-250,250,1,NO
226,94,93,0.0001,-876,876,1,NO
227,1418,93,0.06736,-160,160,1,NO
228,96,95,0.0001,-876,876,1,NO
229,102,95,0.02459,-362,362,1,NO
230,1426,96,0.06674,-160,160,1,NO
231,1427,97,0.01818,-125,125,1,NO
232,99,98,0.0001,-1593,1593,1,NO
233,1502,98,0.05988,-250,250,1,NO
234,101,99,0.03562,-845,845,1,NO
235,101,100,0.0001,-1593,1593,1,NO
236,1504,100,0.06119,-250,250,1,NO
237,1505,101,0.06269,-250,250,1,NO
238,1524,102,0.06694,-160,160,1,NO
239,104,103,0.0001,-876,876,1,NO
240,103,106,0.02875,-400,400,1,NO
241,1536,103,0.0686,-160,160,1,NO
242,1538,104,0.06818,-160,160,1,NO
243,106,105,0.0001,-1593,1593,1,NO
245,106,180,0.01469,-1108,1108,1,NO
246,108,107,0.00496,-464,464,1,NO
247,1552,107,0.06756,-160,160,1,NO
248,1553,107,0.0655,-160,160,1,NO
249,112,111,0.0001,-876,876,1,NO
250,123,111,0.03188,-464,464,1,NO
251,124,111,0.03252,-362,362,1,NO
252,1603,111,0.0625,-160,160,1,NO
253,113,114,0.03654,-304,304,1,NO
254,151,113,0.01655,-304,304,1,NO
255,1623,113,0.06818,-160,160,1,NO
256,1624,113,0.06818,-160,160,1,NO
257,114,131,0.04231,-464,464,1,NO
258,1647,114,0.06688,-160,160,1,NO
259,116,115,0.0001,-1593,1593,1,NO
260,133,115,0.02696,-1385,1385,1,NO
261,1649,115,0.06206,-250,250,1,NO
262,138,116,0.01733,-1385,1385,1,NO
263,1650,116,0.06206,-250,250,1,NO
264,140,117,0.08057,-304,304,1,NO
265,143,117,0.02593,-464,464,1,NO
266,1655,117,0.06688,-160,160,1,NO
267,119,118,0.0001,-876,876,1,NO
268,126,118,0.0413,-464,464,1,NO
269,142,118,0.00721,-464,464,1,NO
270,1680,118,0.06688,-160,160,1,NO
271,125,120,0.07789,-464,464,1,NO
272,130,120,0.07686,-464,464,1,NO
273,1686,120,0.06653,-160,160,1,NO
274,1687,120,0.06653,-160,160,1,NO
275,122,121,0.0001,-876,876,1,NO
276,151,121,0.04401,-464,464,1,NO
277,1747,121,0.06818,-160,160,1,NO
278,1748,121,0.06818,-160,160,1,NO
279,124,123,0.0001,-876,876,1,NO
280,140,123,0.00331,-464,464,1,NO
281,144,123,0.09638,-362,362,1,NO
282,1760,123,0.22521,-80,80,1,NO
283,1762,123,0.06851,-160,160,1,NO
284,1764,123,0.23161,-80,80,1,NO
285,139,124,0.00331,-304,304,1,NO
286,1761,124,0.2314,-80,80,1,NO
287,1763,124,0.22624,-80,80,1,NO
288,126,125,0.0001,-876,876,1,NO
289,135,125,0.03465,-464,464,1,NO
290,186,125,0.01591,-464,464,1,NO
291,1775,125,0.06136,-160,160,1,NO
292,126,127,0.0305,-400,400,1,NO
293,186,126,0.01591,-464,464,1,NO
294,128,127,0.0001,-1593,1593,1,NO
295,157,127,0.03463,-831,831,1,NO
296,145,128,0.04326,-748,748,1,NO
297,143,129,0.05225,-394,394,1,NO
298,129,148,0.053,-394,394,1,NO
299,1814,129,0.0593,-160,160,1,NO
300,130,132,0.09136,-381,381,1,NO
301,130,154,0.05696,-381,381,1,NO
302,1822,130,0.0593,-160,160,1,NO
303,1823,130,0.0593,-160,160,1,NO
304,132,131,0.0001,-876,876,1,NO
305,131,133,0.02756,-330,330,1,NO
306,147,131,0.07335,-464,464,1,NO
307,151,131,0.07955,-394,394,1,NO
308,1839,131,0.09277,-160,160,1,NO
309,132,134,0.02756,-330,330,1,NO
310,148,132,0.07335,-464,464,1,NO
311,150,132,0.07955,-394,394,1,NO
312,1840,132,0.06694,-160,160,1,NO
313,134,133,0.0001,-1593,1593,1,NO
314,182,133,0.00338,-1385,1385,1,NO
315,182,134,0.00338,-1385,1385,1,NO
316,136,135,0.0001,-876,876,1,NO
317,142,135,0.04483,-464,464,1,NO
318,1845,135,0.06136,-160,160,1,NO
319,1846,135,0.0686,-160,160,1,NO
320,138,137,0.0001,-1593,1593,1,NO
321,1880,138,0.05931,-250,250,1,NO
322,1881,138,0.05931,-250,250,1,NO
323,140,139,0.0001,-876,876,1,NO
324,166,139,0.08702,-304,304,1,NO
325,174,139,0.06829,-381,381,1,NO
326,167,140,0.0894,-304,304,1,NO
327,1882,140,0.07033,-160,160,1,NO
328,144,141,0.07622,-381,381,1,NO
329,178,141,0.09717,-274,274,1,NO
330,1902,141,0.0593,-160,160,1,NO
331,1903,141,0.0593,-160,160,1,NO
332,1904,142,0.10601,-100,100,1,NO
333,1905,142,0.10601,-100,100,1,NO
334,144,143,0.0001,-876,876,1,NO
335,143,145,0.02375,-500,500,1,NO
336,149,143,0.01318,-160,160,1,NO
337,144,147,0.0956,-304,304,1,NO
338,1907,144,0.0593,-160,160,1,NO
339,146,145,0.0001,-1593,1593,1,NO
340,1906,145,0.06206,-250,250,1,NO
341,148,147,0.0001,-876,876,1,NO
342,154,147,0.01779,-381,381,1,NO
343,1919,147,0.06653,-160,160,1,NO
344,1920,148,0.06775,-160,160,1,NO
345,1925,149,0.05229,-160,160,1,NO
346,151,150,0.0001,-876,876,1,NO
347,152,150,0.03698,-464,464,1,NO
348,1987,150,0.06818,-160,160,1,NO
349,1988,151,0.06818,-160,160,1,NO
350,153,152,0.0001,-876,876,1,NO
351,2090,152,0.06632,-160,160,1,NO
352,2112,154,0.06632,-160,160,1,NO
353,2113,154,0.06632,-160,160,1,NO
354,166,155,0.02114,-160,160,1,NO
355,2134,155,0.06585,-160,160,1,NO
356,156,158,0.03093,-400,400,1,NO
357,179,156,0.04236,-365,365,1,NO
358,158,157,0.0001,-1593,1593,1,NO
359,2157,157,0.05969,-250,250,1,NO
360,176,158,0.03312,-831,831,1,NO
361,160,159,0.0001,-1593,1593,1,NO
362,159,165,0.02583,-831,831,1,NO
363,159,176,0.01569,-831,831,1,NO
364,2165,159,0.06437,-250,250,1,NO
365,168,160,0.02475,-831,831,1,NO
366,160,177,0.01569,-831,831,1,NO
367,2166,160,0.06437,-250,250,1,NO
368,162,161,0.0001,-876,876,1,NO
369,161,166,0.14254,-274,274,1,NO
370,2170,161,0.06694,-160,160,1,NO
371,162,179,0.11132,-274,274,1,NO
372,2169,162,0.18657,-120,120,1,NO
373,164,163,0.0001,-876,876,1,NO
374,163,165,0.03,-500,500,1,NO
375,163,172,0.04196,-274,274,1,NO
376,2188,163,0.06671,-160,160,1,NO
377,164,167,0.05919,-274,274,1,NO
378,2186,164,0.06671,-160,160,1,NO
379,2187,165,0.04206,-330,330,1,NO
380,167,166,0.0001,-876,876,1,NO
381,2195,166,0.06736,-160,160,1,NO
382,2196,167,0.06736,-160,160,1,NO
383,169,168,0.0001,-1593,1593,1,NO
384,2258,169,0.05411,-330,330,1,NO
385,171,170,0.0001,-876,876,1,NO
386,170,174,0.16014,-274,274,1,NO
387,2260,170,0.06756,-160,160,1,NO
388,2261,171,0.06756,-160,160,1,NO
389,173,172,0.0001,-876,876,1,NO
390,2339,172,0.0675,-160,160,1,NO
391,173,175,0.05579,-274,274,1,NO
392,2340,173,0.1062,-100,100,1,NO
393,175,174,0.0001,-876,876,1,NO
394,2357,174,0.06736,-160,160,1,NO
395,2357,175,0.06671,-160,160,1,NO
396,177,176,0.0001,-1593,1593,1,NO
397,2377,176,0.05969,-250,250,1,NO
398,2378,176,0.05969,-250,250,1,NO
399,179,178,0.0001,-876,876,1,NO
400,2380,178,0.06798,-160,160,1,NO
401,2381,179,0.06775,-160,160,1,NO
402,202,187,0.17736,-68,68,1,NO
403,423,187,0.08364,-90,90,1,NO
404,434,188,0.11711,-140,140,1,NO
405,437,188,0.1257,-140,140,1,NO
406,443,189,0.08273,-90,90,1,NO
407,513,189,0.06843,-91,91,1,NO
408,355,190,0.0638,-120,120,1,NO
409,376,190,0.07248,-120,120,1,NO
410,207,191,0.02215,-120,120,1,NO
411,529,191,0.06694,-120,120,1,NO
412,193,192,0.02256,-140,140,1,NO
413,194,192,0.00851,-140,140,1,NO
414,308,192,0.12033,-137,137,1,NO
415,453,192,0.02545,-122,122,1,NO
416,193,332,0.07347,-140,140,1,NO
417,248,194,0.08719,-140,140,1,NO
418,256,194,0.08446,-140,140,1,NO
419,332,194,0.08099,-120,120,1,NO
420,285,195,0.06355,-137,137,1,NO
421,514,195,0.02975,-120,120,1,NO
422,1736,196,0.10504,-90,90,1,NO
423,197,247,0.09347,-90,90,1,NO
424,351,198,0.10818,-90,90,1,NO
425,425,198,0.08264,-76,76,1,NO
426,433,199,0.03198,-120,120,1,NO
427,444,199,0.03893,-120,120,1,NO
428,200,428,0.02298,-120,120,1,NO
429,533,200,0.10124,-120,120,1,NO
430,219,201,0.08496,-140,140,1,NO
431,201,255,0.08215,-140,140,1,NO
432,239,202,0.09,-68,68,1,NO
433,202,332,0.11628,-68,68,1,NO
434,425,203,0.02769,-76,76,1,NO
435,203,459,0.11719,-120,120,1,NO
436,204,526,0.0043,-140,140,1,NO
437,205,527,0.0043,-140,140,1,NO
438,224,206,0.02983,-140,140,1,NO
439,384,206,0.02545,-140,140,1,NO
440,354,207,0.04446,-120,120,1,NO
441,208,326,0.09438,-120,120,1,NO
442,208,342,0.01157,-137,137,1,NO
443,209,211,0.02215,-101,101,1,NO
444,334,209,0.03,-101,101,1,NO
445,282,210,0.04702,-120,120,1,NO
446,353,210,0.03628,-120,120,1,NO
447,233,211,0.06273,-101,101,1,NO
448,333,211,0.15901,-90,90,1,NO
449,386,211,0.07967,-120,120,1,NO
450,305,212,0.07686,-91,91,1,NO
451,511,212,0.07438,-91,91,1,NO
452,333,213,0.05992,-90,90,1,NO
453,343,213,0.03075,-90,90,1,NO
454,415,213,0.04298,-90,90,1,NO
455,458,213,0.0114,-140,140,1,NO
456,473,213,0.00926,-140,140,1,NO
457,442,214,0.07157,-120,120,1,NO
458,533,214,0.10421,-120,120,1,NO
459,2249,214,0.06719,-68,68,1,NO
460,273,215,0.00281,-120,120,1,NO
461,279,215,0.02636,-120,120,1,NO
462,447,216,0.00942,-120,120,1,NO
463,1120,216,0.08099,-120,120,1,NO
464,327,217,0.0881,-90,90,1,NO
465,217,346,0.05661,-90,90,1,NO
466,219,218,0.04273,-90,90,1,NO
467,340,218,0.08967,-90,90,1,NO
468,227,219,0.06314,-90,90,1,NO
469,437,220,0.02388,-140,140,1,NO
470,510,220,0.09537,-140,140,1,NO
471,230,221,0.0805,-140,140,1,NO
472,240,221,0.06198,-140,140,1,NO
473,262,222,0.02826,-91,91,1,NO
474,361,222,0.07413,-120,120,1,NO
475,372,223,0.03124,-106,106,1,NO
476,613,223,0.1305,-90,90,1,NO
477,425,224,0.10008,-76,76,1,NO
478,225,510,0.05678,-140,140,1,NO
479,2218,225,0.12645,-68,68,1,NO
480,227,226,0.01992,-90,90,1,NO
481,226,348,0.08058,-140,140,1,NO
482,354,228,0.06314,-120,120,1,NO
483,392,228,0.08223,-120,120,1,NO
484,301,229,0.08281,-90,90,1,NO
485,431,229,0.03231,-120,120,1,NO
486,466,230,0.15479,-140,140,1,NO
487,231,365,0.05851,-90,90,1,NO
488,232,366,0.06124,-90,90,1,NO
489,341,233,0.06496,-101,101,1,NO
490,354,234,0.01273,-182,182,1,NO
491,517,234,0.00802,-182,182,1,NO
492,251,235,0.02273,-182,182,1,NO
493,355,235,0.01207,-182,182,1,NO
494,236,384,0.01132,-140,140,1,NO
495,236,385,0.01091,-140,140,1,NO
496,373,237,0.06438,-140,140,1,NO
497,516,237,0.05388,-140,140,1,NO
498,238,361,0.01,-120,120,1,NO
499,492,238,0.13372,-120,120,1,NO
500,284,239,0.07157,-68,68,1,NO
501,340,240,0.11901,-90,90,1,NO
502,240,401,0.01388,-140,140,1,NO
503,414,240,0.10165,-90,90,1,NO
504,241,287,0.03041,-137,137,1,NO
505,503,241,0.01165,-137,137,1,NO
506,324,242,0.02793,-120,120,1,NO
507,440,242,0.12165,-90,90,1,NO
508,306,243,0.00529,-120,120,1,NO
509,309,243,0.02826,-120,120,1,NO
510,486,244,0.03471,-120,120,1,NO
511,520,244,0.01579,-120,120,1,NO
512,253,245,0.05198,-120,120,1,NO
513,254,245,0.06455,-120,120,1,NO
514,281,245,0.00959,-120,120,1,NO
515,299,245,0.02273,-137,137,1,NO
516,396,245,0.04636,-120,120,1,NO
517,270,246,0.06876,-120,120,1,NO
518,304,246,0.02802,-120,120,1,NO
519,339,246,0.07446,-137,137,1,NO
520,471,246,0.01488,-120,120,1,NO
521,247,427,0.03727,-90,90,1,NO
522,474,248,0.09124,-140,140,1,NO
523,249,294,0.01215,-140,140,1,NO
524,474,249,0.07149,-140,140,1,NO
525,259,250,0.02917,-140,140,1,NO
526,250,349,0.01851,-140,140,1,NO
527,252,319,0.02504,-182,182,1,NO
528,352,253,0.04669,-120,120,1,NO
529,338,254,0.01347,-120,120,1,NO
530,336,255,0.07975,-137,137,1,NO
531,369,255,0.09496,-140,140,1,NO
532,320,256,0.04008,-90,90,1,NO
533,257,363,0.02281,-137,137,1,NO
534,458,257,0.04471,-137,137,1,NO
535,265,258,0.04298,-120,120,1,NO
536,1753,258,0.06124,-120,120,1,NO
537,436,259,0.03041,-140,140,1,NO
538,260,365,0.01777,-120,120,1,NO
539,493,260,0.05273,-120,120,1,NO
540,261,272,0.0181,-120,120,1,NO
541,261,353,0.0386,-120,120,1,NO
542,438,262,0.05512,-120,120,1,NO
543,323,263,0.06975,-76,76,1,NO
544,411,263,0.03793,-91,91,1,NO
545,516,264,0.01868,-140,140,1,NO
546,537,264,0.0638,-90,90,1,NO
547,283,265,0.08744,-140,140,1,NO
548,422,265,0.0295,-120,120,1,NO
549,408,266,0.07942,-120,120,1,NO
550,525,266,0.04364,-120,120,1,NO
551,280,267,0.00678,-120,120,1,NO
552,267,519,0.00645,-120,120,1,NO
553,268,527,0.01521,-140,140,1,NO
554,332,269,0.08818,-120,120,1,NO
555,511,269,0.10331,-120,120,1,NO
556,271,446,0.07893,-120,120,1,NO
557,272,353,0.01975,-120,120,1,NO
558,304,273,0.01124,-120,120,1,NO
559,281,274,0.01372,-120,120,1,NO
560,288,274,0.01661,-120,120,1,NO
561,275,280,0.0119,-120,120,1,NO
562,275,534,0.00992,-120,120,1,NO
563,276,299,0.00091,-140,140,1,NO
564,292,277,0.01612,-120,120,1,NO
565,293,277,0.0086,-120,120,1,NO
566,406,277,0.0124,-120,120,1,NO
567,526,278,0.01645,-137,137,1,NO
568,534,278,0.00198,-140,140,1,NO
569,441,279,0.01388,-120,120,1,NO
570,472,281,0.00826,-140,140,1,NO
571,291,282,0.00727,-120,120,1,NO
572,471,282,0.01256,-120,120,1,NO
573,350,283,0.04455,-120,120,1,NO
574,1787,283,0.06281,-120,120,1,NO
575,284,308,0.05537,-137,137,1,NO
576,286,285,0.02281,-137,137,1,NO
577,286,337,0.06405,-140,140,1,NO
578,473,286,0.02256,-90,90,1,NO
579,287,318,0.01934,-140,140,1,NO
580,352,288,0.04116,-120,120,1,NO
581,299,289,0.02471,-137,137,1,NO
582,472,289,0.00818,-140,140,1,NO
583,294,290,0.0124,-90,90,1,NO
584,336,290,0.0338,-90,90,1,NO
585,429,291,0.03058,-120,120,1,NO
586,296,293,0.00033,-140,140,1,NO
587,346,294,0.10347,-137,137,1,NO
588,524,294,0.0819,-140,140,1,NO
589,302,295,0.02322,-120,120,1,NO
590,425,295,0.09471,-90,90,1,NO
591,537,295,0.10455,-90,90,1,NO
592,519,296,0.02388,-137,137,1,NO
593,298,297,0.00802,-120,120,1,NO
594,297,353,0.07736,-120,120,1,NO
595,525,298,0.04653,-120,120,1,NO
596,430,300,0.10785,-120,120,1,NO
597,658,300,0.10149,-90,90,1,NO
598,708,300,0.07529,-90,90,1,NO
599,442,303,0.0724,-120,120,1,NO
600,2124,303,0.09504,-68,68,1,NO
601,345,305,0.05587,-120,120,1,NO
602,460,305,0.12769,-140,140,1,NO
603,512,305,0.13512,-91,91,1,NO
604,493,306,0.01959,-120,120,1,NO
605,462,307,0.05355,-120,120,1,NO
606,508,307,0.03215,-120,120,1,NO
607,349,309,0.04488,-120,120,1,NO
608,309,520,0.01331,-140,140,1,NO
609,312,310,0.0619,-120,120,1,NO
610,420,310,0.00777,-140,140,1,NO
611,435,310,0.05959,-120,120,1,NO
612,477,310,0.04446,-137,137,1,NO
613,312,311,0.0001,-438,438,1,NO
614,372,311,0.12,-90,90,1,NO
615,323,312,0.07521,-91,91,1,NO
616,2245,313,0.0676,-34,34,1,NO
617,381,314,0.10124,-68,68,1,NO
618,387,314,0.07157,-90,90,1,NO
619,315,341,0.03157,-90,90,1,NO
620,2249,315,0.10132,-90,90,1,NO
621,352,316,0.01017,-120,120,1,NO
622,391,316,0.01446,-120,120,1,NO
623,317,468,0.03562,-120,120,1,NO
624,514,317,0.00149,-120,120,1,NO
625,318,467,0.00149,-140,140,1,NO
626,319,517,0.04521,-182,182,1,NO
627,348,320,0.04736,-140,140,1,NO
628,451,321,0.00512,-120,120,1,NO
629,454,321,0.01901,-137,137,1,NO
630,321,467,0.05843,-120,120,1,NO
631,485,321,0.02719,-120,120,1,NO
632,506,321,0.01083,-140,140,1,NO
633,321,530,0.01694,-120,120,1,NO
634,351,322,0.02025,-120,120,1,NO
635,389,322,0.02868,-120,120,1,NO
636,452,322,0.00669,-120,120,1,NO
637,455,322,0.01975,-120,120,1,NO
638,322,475,0.01281,-120,120,1,NO
639,322,478,0.09504,-120,120,1,NO
640,490,322,0.03397,-120,120,1,NO
641,538,324,0.03769,-90,90,1,NO
642,371,325,0.01298,-120,120,1,NO
643,375,325,0.03777,-120,120,1,NO
644,364,326,0.09314,-120,120,1,NO
645,361,328,0.03,-120,120,1,NO
646,375,329,0.05405,-120,120,1,NO
647,374,330,0.03463,-120,120,1,NO
648,360,331,0.03099,-120,120,1,NO
649,395,334,0.1276,-120,120,1,NO
650,369,335,0.07066,-68,68,1,NO
651,2331,335,0.11901,-68,68,1,NO
652,347,336,0.08314,-90,90,1,NO
653,377,337,0.01752,-137,137,1,NO
654,379,337,0.12132,-120,120,1,NO
