genName,BusId,pmax,pmin,init_output,init_state_time,MinOnTime,MinOffTime,ColdStartTime,ramp_up,ramp_down,startup_times,hot_start,cold_start,min_cost,segments,segment1,segment2,segment3,segment4,segment5,segment6,segment7,segment8,segment9,segment10,segment11,cost1,cost2,cost3,cost4,cost5,cost6,cost7,cost8,cost9,cost10,zone,Pstart,Pshut
20,103,398.0476393,160,279.0238197,24,4,4,8,278.63,278.63,-,14431.55,32598.92,6196.071218,4,160,219.5119098,279.0238197,338.5357295,398.0476393,,,,,,,79.30242069,96.85365781,114.848505,134.0223165,,,,,,,-,278.63,278.63
21,10,397.3646865,78.10786309,237.7362748,24,4,4,8,278.16,278.16,-,23173.29,37894.13,3446.394586,4,78.10786309,157.9220689,237.7362748,317.5504807,397.3646865,,,,,,,69.76241497,106.0647812,145.4355474,185.8775612,,,,,,,-,278.16,278.16
22,1416,370.0164431,85.23068369,227.6235634,24,4,4,8,259.01,259.01,-,27006.31,40040.31,3450.988556,4,85.23068369,156.4271235,227.6235634,298.8200033,370.0164431,,,,,,,59.02646434,84.09173975,109.391352,135.1648428,,,,,,,-,259.01,259.01
23,911,369.2838817,280,324.6419409,24,4,4,8,258.5,258.5,-,12553.07,33249.41,10208.56151,4,280,302.3209704,324.6419408,346.9629113,369.2838817,,,,,,,108.863321,115.7336903,122.8125869,130.5768681,,,,,,,-,280,258.5
24,912,369.12897,280.2437957,324.6863829,24,4,4,8,258.39,258.39,-,20050.95,46977.87,9672.90432,4,280.2437957,302.4650892,324.6863828,346.9076764,369.12897,,,,,,,103.0223047,109.4014678,116.0203412,123.1059078,,,,,,,-,280.2437957,258.39
25,111,341.1338845,61.12584277,201.1298636,24,4,4,8,238.79,238.79,-,15544.5,24280.92,3744.896627,4,61.12584277,131.1278532,201.1298636,271.131874,341.1338845,,,,,,,70.12027008,104.3642939,148.9401447,195.3706786,,,,,,,-,238.79,238.79
26,182,307.5610433,306.0112722,306.7861578,24,4,4,8,215.29,215.29,-,23087.74,46529.37,11369.74864,4,306.0112722,306.398715,306.7861578,307.1736006,307.5610433,,,,,,,113.8265944,113.974419,114.133803,114.310101,,,,,,,-,306.0112722,215.29
27,755,245.495835,134.6433798,0,-24,4,4,8,171.85,171.85,-,10053.79,14307.13,4656.817962,4,134.6433798,162.3564936,190.0696074,217.7827212,245.495835,,,,,,,55.8049114,65.16505723,74.57888171,87.93635042,,,,,,,-,171.85,171.85
28,1192,241.5964323,114.8403816,0,-24,4,4,8,169.12,169.12,-,7914.17,13074.63,4101.626087,4,114.8403816,146.5293943,178.2184069,209.9074196,241.5964323,,,,,,,51.51457589,62.22083693,73.03299136,86.42979546,,,,,,,-,169.12,169.12
29,109,235.4175478,94.90704618,0,-24,4,4,8,164.79,164.79,-,6681.6,11091.53,3993.795163,4,94.90704618,130.0346716,165.162297,200.2899224,235.4175478,,,,,,,52.57321743,65.50922601,78.57058633,94.63083484,,,,,,,-,164.79,164.79
30,110,231.5276224,93.46274828,0,-24,4,4,8,162.07,162.07,-,5816.62,9474.33,4435.21992,4,93.46274828,127.9789668,162.4951853,197.0114039,231.5276224,,,,,,,57.34073671,70.59278831,83.9668719,99.81345955,,,,,,,-,162.07,162.07
31,493,231.2017746,224.769539,0,-24,4,4,8,161.84,161.84,-,15494.77,22449.9,5213.387776,4,224.769539,226.3775979,227.9856568,229.5937157,231.2017746,,,,,,,52.4432683,52.7534921,53.06829886,53.38608785,,,,,,,-,224.769539,161.84
32,494,230.9460543,224.8304568,0,-24,4,4,8,161.66,161.66,-,16676.97,24196.89,5901.626795,4,224.8304568,226.3593562,227.8882556,229.417155,230.9460543,,,,,,,59.31042819,59.60538068,59.90469054,60.2068358,,,,,,,-,224.8304568,161.66
33,1140,227.9315458,92.09535347,0,-24,4,4,8,159.55,159.55,-,8481.26,21431.13,3653.795796,4,92.09535347,126.0544015,160.0134496,193.9724977,227.9315458,,,,,,,49.64462599,62.91727032,76.26349499,89.67232439,,,,,,,-,159.55,159.55
34,1141,224.5423801,82.64936323,0,-24,4,4,8,157.18,157.18,-,10468.81,25847.41,2983.164597,4,82.64936323,118.1226174,153.5958716,189.0691259,224.5423801,,,,,,,42.23685011,54.83483102,67.48937168,80.18702823,,,,,,,-,157.18,157.18
35,1538,212.3307848,72.22434604,0,-24,4,4,8,148.63,148.63,-,7367.7,20779.47,2733.777556,4,72.22434604,107.2509557,142.2775654,177.3041751,212.3307848,,,,,,,39.53451412,52.01596015,64.67399918,77.44978033,,,,,,,-,148.63,148.63
36,104,209.0887883,161.4224693,0,-24,4,4,8,146.36,146.36,-,14869.83,23257.76,8177.882703,4,161.4224693,173.339049,185.2556288,197.1722085,209.0887883,,,,,,,85.63347372,90.01038567,94.41495784,99.49298936,,,,,,,-,161.4224693,146.36
37,84,208.1740054,163.1911164,0,-24,4,4,8,145.72,145.72,-,10461.18,16825.83,9846.836482,4,163.1911164,174.4368387,185.6825609,196.9282832,208.1740054,,,,,,,102.3988438,106.8163143,111.2658263,116.3388267,,,,,,,-,163.1911164,145.72
38,83,207.0346152,164.9392736,0,-24,4,4,8,144.92,144.92,-,8039.96,13091.09,9115.035788,4,164.9392736,175.463109,185.9869444,196.5107798,207.0346152,,,,,,,95.16459358,99.7459556,104.3573833,109.6963257,,,,,,,-,164.9392736,144.92
39,1536,205.5024442,171.9163138,0,-24,4,4,8,143.85,143.85,-,4761.32,6886.44,6773.610866,4,171.9163138,180.3128464,188.709379,197.1059116,205.5024442,,,,,,,70.62379959,73.66504762,76.74539656,80.0083366,,,,,,,-,171.9163138,143.85
40,688,202,70,0,-24,4,4,8,141.4,141.4,-,8510.79,21756.19,2100.324293,4,70,103,136,169,202,,,,,,,31.20570033,41.93384121,52.99249477,66.06350952,,,,,,,-,141.4,141.4
41,1883,199.971577,70,0,-24,2,2,4,139.98,139.98,-,8060.61,20775.23,2062.276503,4,70,102.4928942,134.9857885,167.4786827,199.971577,,,,,,,30.99308463,41.89408215,53.14575814,66.70907236,,,,,,,-,139.98,139.98
42,346,199.929278,70,0,-24,2,2,4,139.95,139.95,-,11654.93,27147.02,2084.237445,4,70,102.4823195,134.964639,167.4469585,199.929278,,,,,,,30.18541269,39.89851253,49.82536825,62.48717232,,,,,,,-,139.95,139.95
43,613,199.8310326,70,0,-24,2,2,4,139.88,139.88,-,8762.96,20866.23,2084.872994,4,70,102.4577582,134.9155163,167.3732745,199.8310326,,,,,,,31.73666995,43.088489,54.77351253,70.15487751,,,,,,,-,139.88,139.88
44,41,199.8005784,70,0,-24,2,2,4,139.86,139.86,-,8902.09,22603.56,2134.147177,4,70,102.4501446,134.9002892,167.3504338,199.8005784,,,,,,,31.26574831,41.68018964,52.38589703,64.47405275,,,,,,,-,139.86,139.86
45,612,199.7703052,70,0,-24,2,2,4,139.84,139.84,-,8699.83,22857.59,2264.494824,4,70,102.4425763,134.8851526,167.3277289,199.7703052,,,,,,,32.87075355,43.56056463,54.51864372,66.37645111,,,,,,,-,139.84,139.84
46,177,199.6591097,70,0,-24,2,2,4,139.76,139.76,-,7997.45,21083.03,2287.755715,4,70,102.4147774,134.8295549,167.2443323,199.6591097,,,,,,,33.58377131,44.77282191,56.2587296,68.84853047,,,,,,,-,139.76,139.76
47,140,199.6329576,70,0,-24,2,2,4,139.74,139.74,-,8261.91,21411.44,2283.181937,4,70,102.4082394,134.8164788,167.2247182,199.6329576,,,,,,,33.20688269,44.05875592,55.1886464,67.33660461,,,,,,,-,139.74,139.74
48,1882,199.548718,70,0,-24,2,2,4,139.68,139.68,-,10748.05,24300.49,2258.91893,4,70,102.3871795,134.774359,167.1615385,199.548718,,,,,,,32.59429215,42.96611293,53.54563037,67.25742199,,,,,,,-,139.68,139.68
49,1537,199.1858858,175.8049651,0,-24,2,2,4,139.43,139.43,-,4739.26,5905.24,7361.731424,4,175.8049651,181.6501953,187.4954254,193.3406556,199.1858858,,,,,,,75.85061286,78.29080542,80.75591807,83.47914974,,,,,,,-,175.8049651,139.43
50,2010,193.5753349,0,0,-24,2,2,4,135.5,135.5,-,1079.63,1079.63,0,1,0,193.5753349,0,0,0,,,,,,,0,0,0,0,,,,,,,-,193.5753349,135.5
51,1250,191.5670292,0,0,-24,2,2,4,134.1,134.1,-,4376.25,4376.25,0,1,0,191.5670292,0,0,0,,,,,,,0,0,0,0,,,,,,,-,191.5670292,134.1
52,181,174.5680052,0,0,-24,2,2,4,122.2,122.2,-,4454,4454,9367.163758,1,0,174.5680052,0,0,0,,,,,,,93.67163758,0,0,0,,,,,,,-,174.5680052,122.2
53,1664,147.1596465,0,0,-24,2,2,4,103.07,103.07,-,7952.74,7952.74,9304.754209,1,0,147.1596465,0,0,0,,,,,,,93.04754209,0,0,0,,,,,,,-,147.1596465,103.07
54,1426,138.2940087,20,0,-24,2,2,4,96.81,96.81,-,6280.53,6322.66,3360.951417,4,20,49.57350219,79.14700437,108.7205066,138.2940087,,,,,,,68.21513408,102.820754,139.6261108,178.3801706,,,,,,,-,96.81,96.81
55,744,131.5452945,128.6850804,0,-24,2,2,4,92.08,92.08,-,4642.58,5927.91,6810.582047,4,128.6850804,129.400134,130.1151875,130.830241,131.5452945,,,,,,,68.28637148,68.4669225,68.65169232,68.83646215,,,,,,,-,128.6850804,92.08
56,124,121.7530401,65.17158309,0,-24,2,2,4,85.23,85.23,-,5257.51,7657.76,5012.311624,4,65.17158309,79.31694735,93.46231161,107.6076759,121.7530401,,,,,,,56.95834073,64.05493486,73.65181843,87.88178864,,,,,,,-,85.23,85.23
57,281,120,118.2984238,0,-24,2,2,4,84,84,-,1858.29,2244.98,3666.198484,4,118.2984238,118.7238179,119.1492119,119.574606,120,,,,,,,36.80279026,36.9452934,37.09543623,37.24557906,,,,,,,-,118.2984238,84
58,86,118.4367874,43.45546657,0,-24,2,2,4,82.91,82.91,-,7279.08,9983.28,2725.261807,4,43.45546657,62.20079679,80.946127,99.69145721,118.4367874,,,,,,,37.02960326,47.20536126,58.91506073,73.68052085,,,,,,,-,82.91,82.91
59,93,117.9585051,92.96271806,0,-24,2,2,4,82.57,82.57,-,3369.01,6438.57,9588.677326,4,92.96271806,99.21166483,105.4606116,111.7095584,117.9585051,,,,,,,100.905593,105.9270057,111.1873643,116.6210217,,,,,,,-,92.96271806,82.57
60,1183,117.9453528,47.52692654,0,-24,2,2,4,82.56,82.56,-,6800.81,9816.89,2598.013188,4,47.52692654,65.1315331,82.73613965,100.3407462,117.9453528,,,,,,,35.28904211,44.92467896,55.69387777,68.90214558,,,,,,,-,82.56,82.56
61,1417,117.8470374,96.04970292,0,-24,2,2,4,82.49,82.49,-,3261.16,5780.47,9657.270973,4,96.04970292,101.4990365,106.9483702,112.3977038,117.8470374,,,,,,,101.6889193,106.8093072,112.1636492,117.689737,,,,,,,-,96.04970292,82.49
62,1602,117.738588,44.37237236,0,-24,2,2,4,82.42,82.42,-,7771.43,10683.36,3190.765044,4,44.37237236,62.71392628,81.0554802,99.39703412,117.738588,,,,,,,42.44272041,53.29670718,65.94651277,82.58810359,,,,,,,-,82.42,82.42
63,85,117.578325,46.58090775,0,-24,2,2,4,82.3,82.3,-,7904.03,10519.55,3226.484467,4,46.58090775,64.33026205,82.07961636,99.82897066,117.578325,,,,,,,42.75422646,53.52496536,66.74603019,85.36866915,,,,,,,-,82.3,82.3
64,1184,117.5082138,48.01259385,0,-24,2,2,4,82.26,82.26,-,6918.28,9506.47,2753.157428,4,48.01259385,65.38649884,82.76040383,100.1343088,117.5082138,,,,,,,37.43808699,47.64480475,59.74191487,75.97643049,,,,,,,-,82.26,82.26
65,1603,117.3800842,49.56359405,0,-24,2,2,4,82.17,82.17,-,7180.72,9679.39,2995.790642,4,49.56359405,66.5177166,83.47183914,100.4259617,117.3800842,,,,,,,39.87911887,50.10799105,61.18510739,74.2212136,,,,,,,-,82.17,82.17
66,1182,116.9609974,51.69022043,0,-24,2,2,4,81.87,81.87,-,7235.21,9439.27,2840.083983,4,51.69022043,68.00791468,84.32560893,100.6433032,116.9609974,,,,,,,38.18166459,48.17179924,60.02819347,76.30091405,,,,,,,-,81.87,81.87
67,514,115,112.1312717,0,-24,2,2,4,80.5,80.5,-,1420.67,2124.49,4336.399889,4,112.1312717,112.8484538,113.5656359,114.2828179,115,,,,,,,43.60138616,43.84163563,44.09476504,44.34789445,,,,,,,-,112.1312717,80.5
68,515,114.5901918,113.7990898,0,-24,2,2,4,80.21,80.21,-,1800.87,2091.04,9344.443603,4,113.7990898,113.9968653,114.1946408,114.3924163,114.5901918,,,,,,,93.50989973,93.57615273,93.6459576,93.71576247,,,,,,,-,113.7990898,80.21
69,2119,109.7586698,0,0,-24,2,2,4,76.83,76.83,-,1317.23,1317.23,0,1,0,109.7586698,0,0,0,,,,,,,0,0,0,0,,,,,,,-,109.7586698,76.83
70,1712,109.74651,0,0,-24,2,2,4,76.82,76.82,-,956.71,956.71,0,1,0,109.74651,0,0,0,,,,,,,0,0,0,0,,,,,,,-,109.74651,76.82
71,123,107.0523419,20.93763196,0,-24,2,2,4,74.94,74.94,-,4783.73,6229.64,1810.524358,4,20.93763196,42.46630945,63.99498694,85.52366443,107.0523419,,,,,,,29.59084245,41.36826167,53.56775254,66.47744595,,,,,,,-,74.94,74.94
72,95,106.8618329,50.25105337,0,-24,2,2,4,74.8,74.8,-,3048.93,3569.94,13370.39312,4,50.25105337,64.40374825,78.55644313,92.70913801,106.8618329,,,,,,,153.2601202,173.8235386,195.6229851,218.4019006,,,,,,,-,74.8,74.8
73,1191,105.9813581,0,0,-24,2,2,4,74.19,74.19,-,1464.75,1464.75,0,1,0,105.9813581,0,0,0,,,,,,,0,0,0,0,,,,,,,-,105.9813581,74.19
74,1201,99.59,0,0,-24,1,1,2,69.71,69.71,-,1011.25,1011.25,0,1,0,99.59,0,0,0,,,,,,,0,0,0,0,,,,,,,-,99.59,69.71
75,1202,99.59,0,0,-24,1,1,2,69.71,69.71,-,1390.77,1390.77,0,1,0,99.59,0,0,0,,,,,,,0,0,0,0,,,,,,,-,99.59,69.71
76,1203,99.59,0,0,-24,1,1,2,69.71,69.71,-,1049.74,1049.74,0,1,0,99.59,0,0,0,,,,,,,0,0,0,0,,,,,,,-,99.59,69.71
77,995,95.37127596,20.46313319,0,-24,1,1,2,66.76,66.76,-,5011.09,5858.15,3083.968,4,20.46313319,39.19016888,57.91720457,76.64424027,95.37127596,,,,,,,45.29971572,59.94612007,74.85903557,92.29922174,,,,,,,-,66.76,66.76
78,192,91.7221555,0,0,-24,1,1,2,64.21,64.21,-,321.21,321.21,0,1,0,91.7221555,0,0,0,,,,,,,0,0,0,0,,,,,,,-,91.7221555,64.21
79,1674,86.68444128,0,0,-24,1,1,2,60.68,60.68,-,1033.14,1033.14,0,1,0,86.68444128,0,0,0,,,,,,,0,0,0,0,,,,,,,-,86.68444128,60.68
80,2167,86.64495785,0,0,-24,1,1,2,60.65,60.65,-,1036.6,1036.6,0,1,0,86.64495785,0,0,0,,,,,,,0,0,0,0,,,,,,,-,86.64495785,60.65
81,97,84.65056023,84.27345989,0,-24,1,1,2,59.26,59.26,-,1106.79,1106.79,9858.769777,4,84.27345989,84.36773498,84.46201006,84.55628514,84.65056023,,,,,,,98.58769777,98.58769777,98.58769777,98.58769777,,,,,,,-,84.27345989,59.26
82,2021,81.73435781,79.2930495,0,-24,1,1,2,57.21,57.21,-,934.02,934.02,3092.308212,4,79.2930495,79.90337658,80.51370366,81.12403073,81.73435781,,,,,,,31.20129899,31.47951586,31.75773272,32.03594959,,,,,,,-,79.2930495,57.21
83,2022,79.38067847,77.06843238,0,-24,1,1,2,55.57,55.57,-,1079.92,1079.92,4248.277367,4,77.06843238,77.6464939,78.22455542,78.80261694,79.38067847,,,,,,,42.9734719,43.46417012,43.95486835,44.44556657,,,,,,,-,77.06843238,55.57
84,754,75.35122915,18.2149877,0,-24,1,1,2,52.75,52.75,-,3455.45,6304.25,1792.339113,4,18.2149877,32.49904806,46.78310842,61.06716879,75.35122915,,,,,,,39.44679867,72.31160704,105.8035125,140.8352247,,,,,,,-,52.75,52.75
85,277,69.55111681,68.0643398,0,-24,1,1,2,48.69,48.69,-,957.1,1156.48,4279.009633,4,68.0643398,68.43603405,68.8077283,69.17942256,69.55111681,,,,,,,43.20985064,43.62960496,44.04935928,44.4691136,,,,,,,-,68.0643398,48.69
86,1761,67.34871715,40.76413808,0,-24,1,1,2,47.14,47.14,-,6176.63,8190.21,6872.206879,4,40.76413808,47.41028285,54.05642761,60.70257238,67.34871715,,,,,,,74.99304298,85.25808813,96.63702389,108.1183011,,,,,,,-,47.14,47.14
87,1587,63.25622345,61.61746316,0,-24,1,1,2,44.28,44.28,-,909.88,1017.84,6215.134889,4,61.61746316,62.02715323,62.43684331,62.84653338,63.25622345,,,,,,,62.67830328,63.20525767,63.73221206,64.25916645,,,,,,,-,61.61746316,44.28
88,929,62.98242835,62.16357688,0,-24,1,1,2,44.09,44.09,-,482.5,547.72,5887.05168,4,62.16357688,62.36828975,62.57300261,62.77771548,62.98242835,,,,,,,59.130618,59.39071919,59.65082039,59.91092158,,,,,,,-,62.16357688,44.09
89,279,59.25057132,58.64569139,0,-24,1,1,2,41.48,41.48,-,745.2,850.13,7866.399035,4,58.64569139,58.79691137,58.94813135,59.09935133,59.25057132,,,,,,,78.85810967,79.052229,79.24634832,79.44046765,,,,,,,-,58.64569139,41.48
90,278,59.2242666,58.6689156,0,-24,1,1,2,41.46,41.46,-,797.63,938.55,6076.365365,4,58.6689156,58.80775335,58.9465911,59.08542885,59.2242666,,,,,,,60.94215756,61.12066147,61.29916538,61.47766929,,,,,,,-,58.6689156,41.46
91,1053,58.9178215,58.40234629,0,-24,1,1,2,41.24,41.24,-,723.8,825.05,7830.655827,4,58.40234629,58.5312151,58.6600839,58.7889527,58.9178215,,,,,,,78.47152846,78.63649864,78.80146882,78.96643901,,,,,,,-,58.40234629,41.24
92,2336,53.16999654,53.03181563,0,-24,1,1,2,37.22,37.22,-,322.93,346.95,6273.564685,4,53.03181563,53.06636086,53.10090608,53.13545131,53.16999654,,,,,,,62.84467077,62.95369469,63.06271861,63.17174253,,,,,,,-,53.03181563,37.22
93,1566,52.71065346,0,0,-24,1,1,2,36.96,36.96,-,285.45,290.45,5338.404968,1,0,52.71065346,0,0,0,,,,,,,53.38404968,0,0,0,,,,,,,-,52.71065346,36.96
94,2361,50.06948305,49.80309148,0,-24,1,1,2,35.05,35.05,-,364.86,365.29,6325.298183,4,49.80309148,49.86968938,49.93628727,50.00288516,50.06948305,,,,,,,63.40609784,63.55921385,63.71232986,63.86544587,,,,,,,-,49.80309148,35.05
95,1921,50.04624345,49.86119736,0,-24,1,1,2,35.03,35.03,-,485.78,486.8,9600.971723,4,49.86119736,49.90745888,49.9537204,49.99998193,50.04624345,,,,,,,96.16206521,96.31441319,96.46676116,96.61910914,,,,,,,-,49.86119736,35.03
96,1673,50,49.78575048,0,-24,1,1,2,35,35,-,410.71,410.71,7930.683929,4,49.78575048,49.83931286,49.89287524,49.94643762,50,,,,,,,79.47117855,79.63551781,79.79985707,79.96419634,,,,,,,-,49.78575048,35
97,1686,50,49.57872341,0,-24,1,1,2,35,35,-,616.16,616.16,8657.987699,4,49.57872341,49.68404256,49.78936171,49.89468085,50,,,,,,,86.91952034,87.2591637,87.59880705,87.93845041,,,,,,,-,49.57872341,35
98,2138,50,49.79347102,0,-24,1,1,2,35,35,-,472.11,472.11,6194.61494,4,49.79347102,49.84510326,49.89673551,49.94836775,50,,,,,,,62.09442929,62.24270918,62.39098907,62.53926896,,,,,,,-,49.79347102,35
99,2168,50,49.71973163,0,-24,1,1,2,35,35,-,494,494,6863.96087,4,49.71973163,49.78979872,49.85986581,49.92993291,50,,,,,,,68.86502252,69.09043634,69.31585017,69.54126399,,,,,,,-,49.71973163,35
100,2381,50,49.73403193,0,-24,1,1,2,35,35,-,512.21,512.21,8308.892421,4,49.73403193,49.80052394,49.86701596,49.93350798,50,,,,,,,83.27625586,83.4635875,83.65091915,83.83825079,,,,,,,-,49.73403193,35
101,1232,49.78566049,0,0,-24,1,1,2,34.87,34.87,-,197.91,201.51,5039.670558,1,0,49.78566049,0,0,0,,,,,,,50.39670558,0,0,0,,,,,,,-,49.78566049,34.87
102,790,49.75408816,0,0,-24,1,1,2,34.86,34.86,-,510.15,510.15,6901.741353,1,0,49.75408816,0,0,0,,,,,,,69.01741353,0,0,0,,,,,,,-,49.75408816,34.86
103,2380,49.66718429,48.77307147,0,-24,1,1,2,34.77,34.77,-,750.4,750.4,9758.642089,4,48.77307147,48.99659968,49.22012788,49.44365609,49.66718429,,,,,,,98.32750765,99.0685944,99.80968116,100.5507679,,,,,,,-,48.77307147,34.77
104,1669,49.52034298,49.36319603,0,-24,1,1,2,34.66,34.66,-,270.65,273.03,5441.948108,4,49.36319603,49.40248277,49.4417695,49.48105624,49.52034298,,,,,,,54.5407463,54.66201151,54.78327673,54.90454195,,,,,,,-,49.36319603,34.66
105,2221,49,48.73985388,0,-24,1,1,2,34.3,34.3,-,576.9,576.9,7600.46121,4,48.73985388,48.80489041,48.86992694,48.93496347,49,,,,,,,76.22020126,76.43579042,76.65137958,76.86696875,,,,,,,-,48.73985388,34.3
106,834,48.93408424,27.32790668,0,-24,1,1,2,34.25,34.25,-,1126.48,3196.56,1340.548009,4,27.32790668,32.72945107,38.13099546,43.53253985,48.93408424,,,,,,,15.23032573,17.07484515,18.93880836,20.8223954,,,,,,,-,34.25,34.25
107,1505,48.8,48.00998698,0,-24,1,1,2,34.16,34.16,-,487.78,487.78,6221.395287,4,48.00998698,48.20749023,48.40499349,48.60249674,48.8,,,,,,,62.81853182,63.42311077,64.02768973,64.63226868,,,,,,,-,48.00998698,34.16
108,1760,48.17694522,21.31585086,0,-24,1,1,2,33.72,33.72,-,1497.27,4590.83,1116.767766,4,21.31585086,28.03112445,34.74639804,41.46167163,48.17694522,,,,,,,14.10658027,17.04627384,19.98668008,22.92780559,,,,,,,-,33.72,33.72
109,996,47.33352344,20,0,-24,1,1,2,33.13,33.13,-,1918.99,5637.22,990.9725669,4,20,26.83338086,33.66676172,40.50014258,47.33352344,,,,,,,11.67232264,13.49660043,15.36878592,17.30256701,,,,,,,-,33.13,33.13
