BusNo,PL
222,3.01662
223,8.61562
224,9.1746
225,7.99197
226,11.29039
227,2.59162
228,5.26639
229,5.0816
230,3.52478
231,3.66799
232,3.66799
233,0.85001
234,15.45731
235,15.59589
236,0.4712
237,6.44439
238,4.6104
239,7.05881
240,5.17399
241,4.70279
242,0.5636
243,0
244,0.4712
245,5.599
246,0
247,5.17399
248,1.41361
249,4.23159
250,12.80101
251,9.87678
252,9.87678
253,6.8694
254,9.1746
255,4.70279
256,2.59162
257,3.28918
258,1.88481
259,9.64118
260,4.93839
261,3.66799
262,0.09239
263,2.44841
264,5.6452
265,5.6452
266,3.85278
267,4.79518
268,6.8694
269,7.05881
270,1.69541
271,1.69541
272,4.27778
273,5.97319
274,11.85861
275,10.7268
276,6.5876
277,24.08679
278,11.52599
279,11.52599
280,0
281,14.16381
282,6.0702
283,7.86262
284,1.17801
285,3.76038
286,13.74342
287,5.6452
288,6.0702
289,9.83059
290,8.00121
291,7.76561
292,8.00121
293,3.43239
294,7.05881
295,9.83059
296,8.14442
297,3.94979
298,3.24299
299,22.20198
300,9.87678
301,2.87341
302,2.82722
303,2.91961
304,8.23681
305,3.47859
306,9.87678
307,8.47241
308,2.35601
309,0
310,0
311,14.96762
312,0
313,3.28918
314,3.57098
315,4.3748
316,7.48381
317,3.28918
318,2.82722
319,0.37419
320,3.28918
321,0
322,0
323,4.6104
324,5.17399
325,6.3058
326,3.0582
327,1.88481
328,21.1718
329,21.1718
330,22.34057
331,22.34057
332,0
333,4.3748
334,7.76561
335,1.88481
336,0
337,8.23681
338,1.17801
339,1.83862
340,5.17399
341,5.0816
342,7.53001
343,0.4712
344,6.1164
345,8.19062
346,8.47241
347,3.76038
348,0.94241
349,9.4102
350,9.08683
351,8.33383
352,6.77701
353,4.70279
354,0.94241
355,0
356,1.36741
357,0.94241
358,3.19679
359,1.64921
360,1.64921
361,0
362,0
363,2.82722
364,0
365,15.5266
366,15.99318
367,5.5528
368,4.70279
369,5.17399
370,6.73081
371,7.76561
372,5.92699
373,1.0348
374,0
375,0
376,11.62301
377,4.23159
378,4.42099
379,11.52599
380,3.52478
381,4.79518
382,3.76038
383,10.34799
384,6.5876
385,10.11239
386,5.8808
387,6.8694
388,8.23681
389,5.17399
390,5.5528
391,2.40221
392,5.26639
393,4.04218
394,5.4096
395,10.81919
396,4.18539
397,1.93101
398,4.23159
399,4.27778
400,4.23159
401,5.6452
402,1.9772
403,1.88481
404,5.5528
405,2.49922
406,4.18539
407,9.29009
408,4.08838
409,3.28918
410,4.3748
411,8.70802
412,3.52478
413,9.59499
414,2.35601
415,2.73483
416,9.64118
417,1.2242
418,6.352
419,6.8232
420,10.30179
421,6.5876
422,6.5876
423,8.47241
424,5.8346
425,15.66981
426,7.76561
427,8.33383
428,8.23681
429,5.69139
430,3.01662
431,2.87341
432,1.55682
433,2.40221
434,9.4102
435,0.2818
436,0.2356
437,4.70279
438,2.87341
439,1.2242
440,7.29441
441,7.67322
442,2.26362
443,6.352
444,7.43762
445,6.8232
446,6.92022
447,1.88481
448,2.21281
449,0
450,0
451,4.23159
452,1.88481
453,4.23159
454,9.87678
455,14.11761
456,12.704
457,13.17521
458,3.28918
459,3.28918
460,4.98459
461,9.87678
462,18.3492
463,12.704
464,9.87678
465,10.81919
466,3.28918
467,28.22136
468,14.11761
469,3.52478
470,0
471,9.31781
472,1.64921
473,1.88481
474,1.88481
475,10.34799
476,4.23159
477,4.23159
478,11.29039
479,7.05881
480,4.70279
481,8.70802
482,14.35321
483,16.93559
484,6.5876
485,21.63838
486,5.17399
487,5.92699
488,0.92393
489,10.34799
490,8.47241
491,16.93559
492,4.70279
493,20.70059
494,17.878
495,5.17399
496,5.6452
497,11.29039
498,11.29039
499,9.89526
500,2.35601
501,24.46098
502,18.8204
503,8.47241
504,12.2328
505,12.704
506,8.00121
507,12.704
508,14.58881
509,7.5762
510,2.59162
511,7.53001
512,3.43239
513,0
514,15.04154
515,16.94945
516,0
517,0
518,0
519,0
520,5.22019
521,3.46935
522,7.71941
523,2.35601
524,9.4102
525,10.2094
526,6.02401
527,2.59162
528,3.66799
529,3.01662
530,2.35601
531,1.88481
532,3.61718
533,5.6452
534,3.85278
535,0.4712
536,9.71048
537,6.02401
538,7.5762
539,0
540,3.14135
541,1.52448
542,5.26177
543,8.26453
544,3.46011
545,10.10777
546,0
547,9.09607
548,3.5525
549,7.10962
550,2.03264
551,4.56882
552,5.90852
553,7.3868
554,1.75546
555,1.75546
556,11.95562
557,7.84876
558,2.77178
559,5.03078
560,5.07698
561,6.32428
562,6.32428
563,5.63134
564,0
565,0
566,5.86232
567,2.5408
568,0
569,0
570,3.78348
571,4.47643
572,5.67753
573,1.52448
574,1.01632
575,4.06066
576,0
577,2.77178
578,10.10777
579,1.52448
580,4.15305
581,5.30796
582,3.14135
583,7.10962
584,5.40036
585,8.49551
586,3.87588
587,0
588,5.81612
589,4.56882
590,6.74005
591,6.1395
592,1.75546
593,6.32428
594,4.06066
595,1.57068
596,2.67939
597,2.07884
598,2.07884
599,1.66307
600,5.07698
601,3.5525
602,2.5408
603,17.21739
604,12.64857
605,4.06066
606,0.41577
607,1.89405
608,1.01632
609,2.40221
610,3.69109
611,2.5408
612,6.00091
613,6.00091
614,0
615,16.20107
616,3.32152
617,0
618,4.06066
619,8.35692
620,4.47643
621,3.27532
622,0.50816
623,12.09421
624,3.78348
625,4.7998
626,19.47639
627,6.32428
628,10.10777
629,5.03078
630,11.90942
631,5.21557
632,7.80257
633,5.07698
634,0
635,5.63134
636,3.5525
637,3.27532
638,2.03264
639,8.12594
640,3.09516
641,8.17214
642,5.07698
643,4.52262
644,0
645,0
646,2.03264
647,7.94116
648,9.55341
649,7.94116
650,5.07698
651,11.90942
652,4.01446
653,6.92484
654,3.5525
655,2.03264
656,1.98644
657,9.87678
658,5.86232
659,1.01632
660,4.06066
661,0.73914
662,0
663,0
664,23.39846
665,14.17305
666,3.5525
667,7.84876
668,1.2473
669,2.77178
670,11.95562
671,4.38404
672,1.01632
673,4.56882
674,4.70741
675,0.92393
676,1.2473
677,4.38404
678,11.63225
679,11.63225
680,0.50816
681,36.92014
682,0
683,7.61778
684,11.12409
685,4.7998
686,5.26177
687,0.50816
688,5.53894
689,5.53894
690,4.29164
691,0.73914
692,2.77178
693,3.69109
694,4.98459
695,0.73914
696,3.09516
697,1.98644
698,3.14135
699,12.37139
700,5.07698
701,1.33969
702,5.58514
703,10.38494
704,5.30796
705,12.41758
706,5.07698
707,5.07698
708,7.3868
709,10.10777
710,1.01632
711,2.21743
712,11.07789
713,9.37324
714,6.64766
715,2.77178
716,1.10871
717,1.10871
718,8.35692
719,9.09607
720,9.37324
721,3.09516
722,5.63134
723,3.18293
724,6.32428
725,3.00276
726,0
727,0
728,1.52448
729,8.91128
730,9.09607
731,3.32152
732,1.89405
733,0.50816
734,0
735,4.56882
736,2.03264
737,7.01723
738,5.30796
739,6.27809
740,5.58514
741,5.07698
742,1.43209
743,3.22913
744,0.69295
745,3.04896
746,3.5525
747,2.5408
748,8.6803
749,2.07884
750,10.10777
751,0
752,2.81798
753,6.32428
754,17.54076
755,12.92574
756,5.44655
757,0.73914
758,7.47919
759,3.18293
760,7.47919
761,2.5408
762,7.24821
763,5.63134
764,2.95657
765,2.30982
766,4.70741
767,1.20111
768,3.46011
769,5.81612
770,2.5408
771,6.0933
772,4.29164
773,3.27532
774,2.03264
775,6.60146
776,6.69385
777,0
778,6.69385
779,0.69295
780,2.5408
781,1.89405
782,6.60146
783,3.87588
784,1.75546
785,4.7998
786,0
787,11.17028
788,2.12503
789,0
790,25.10773
791,0
792,5.16937
793,0.32337
794,4.01446
795,12.46378
796,9.83059
797,0
798,3.27532
799,0
800,0
801,0
802,2.5408
803,2.12503
804,17.95653
805,6.18569
806,0
807,0
808,8.86508
809,9.23465
810,2.63319
811,1.57068
812,0
813,6.0471
814,7.433
815,7.433
816,4.19925
817,0
818,1.75546
819,0
820,14.86599
821,0
822,0
823,1.75546
824,1.47828
825,0
826,0
827,0.64675
828,2.63319
829,0
830,5.12318
831,5.44655
832,1.84785
833,0
834,14.03446
835,8.40312
836,0
837,3.82968
838,8.86508
839,4.06066
840,0
841,4.43023
842,3.27532
843,2.12503
844,0
845,6.55527
846,6.78625
847,5.07698
848,0
849,8.6803
850,5.81612
851,6.55527
852,5.07698
853,3.73729
854,0
855,0
856,0
857,2.03264
858,8.07975
859,4.06066
860,8.03355
861,9.96918
862,6.0933
863,0
864,0
865,8.40312
866,2.95657
867,4.15305
868,3.5987
869,0
870,3.09516
871,1.66307
872,4.01446
873,4.7998
874,0
875,3.92207
876,0
877,5.16937
878,14.26544
879,0
880,0
881,0
882,2.26362
883,3.64489
884,4.56882
885,0
886,5.95471
887,3.5525
888,0.36957
889,5.03078
890,7.06343
891,10.20016
892,23.35227
893,0
894,5.16937
895,7.20201
896,3.64489
897,0.55436
898,0
899,3.22913
900,5.21557
901,10.33875
902,4.43023
903,0
904,13.06433
905,4.47643
906,4.56882
907,11.17028
908,9.55341
909,0.46196
910,5.30796
911,16.15487
912,18.60328
913,4.75361
914,14.7274
915,0
916,0
917,4.29164
918,2.72559
919,12.14041
920,2.03264
921,0
922,1.70927
923,0
924,0
925,2.17123
926,0
927,0
928,0
929,12.46378
930,3.73729
931,0
932,0
933,0
934,0
935,0.64675
936,0
937,0
938,0
939,0.64675
940,0
941,0
942,1.89405
943,3.73729
944,0.18479
945,8.49551
946,0
947,5.67753
948,10.24636
949,1.57068
950,0.18479
951,0.32337
952,8.26453
953,0
954,4.47643
955,8.72649
956,0
957,5.49275
958,1.52448
959,7.61778
960,0.46196
961,1.61687
962,4.66121
963,6.18569
964,10.06157
965,4.01446
966,0
967,0
968,4.70741
969,0
970,0.87773
971,0
972,0
973,3.96827
974,0.09239
975,1.43209
976,2.63319
977,0
978,1.2473
979,4.56882
980,3.18293
981,0
982,5.76993
983,5.67753
984,0
985,0
986,0
987,0
988,8.17214
989,0
990,0
991,0
992,1.47828
993,3.69109
994,3.18293
995,2.40221
996,1.52448
997,1.52448
998,3.5525
999,6.23189
1000,1.57068
1001,0.32337
1002,2.587
1003,0
1004,5.63134
1005,2.07884
1006,0
1007,0
1008,0
1009,11.72464
1010,4.29164
1011,6.78625
1012,4.19925
1013,0
1014,8.26453
1015,8.54171
1016,29.25616
1017,0
1018,0
1019,0
1020,18.18751
1021,0
1022,0.92393
1023,0
1024,8.6803
1025,0
1026,1.89405
1027,13.98826
1028,1.52448
1029,13.98826
1030,11.12409
1031,0
1032,3.5987
1033,4.61502
1034,3.09516
1035,2.587
1036,3.5987
1037,5.12318
1038,4.15305
1039,13.15673
1040,0
1041,0.55436
1042,0.55436
1043,0
1044,0
1045,0.87773
1046,1.47828
1047,0
1048,0
1049,0
1050,0
1051,10.8931
1052,0
1053,4.38404
1054,3.5063
1055,3.00276
1056,3.22913
1057,0
1058,8.07975
1059,27.41293
1060,18.41849
1061,3.73729
1062,0
1063,0
1064,1.57068
1065,0
1066,8.12594
1067,2.63319
1068,0.46196
1069,0
1070,0
1071,0.55436
1072,2.17123
1073,1.89405
1074,3.04896
1075,4.70741
1076,0.64675
1077,5.67753
1078,2.03264
1079,5.12318
1080,4.47643
1081,0
1082,3.5525
1083,2.35601
1084,2.35601
1085,0
1086,0.55436
1087,4.61502
1088,3.09516
1089,5.67753
1090,3.27532
1091,3.46011
1092,0
1093,0
1094,3.27532
1095,0
1096,0
1097,12.279
1098,0
1099,2.86418
1100,1.2473
1101,0
1102,4.846
1103,4.06066
1104,6.37048
1105,6.32428
1106,17.81794
1107,21.97099
1108,0
1109,1.06252
1110,4.43023
1111,0
1112,0
1113,2.63319
1114,0
1115,0
1116,2.63319
1117,3.41391
1118,2.86418
1119,0
1120,0
1121,0
1122,6.37048
1123,0
1124,2.587
1125,2.72559
1126,3.09516
1127,0
1128,4.56882
1129,0
1130,1.84785
1131,0
1132,5.12318
1133,4.846
1134,1.38589
1135,0
1136,5.07698
1137,1.89405
1138,5.76993
1139,0.55436
1140,7.66398
1141,7.20201
1142,8.91128
1143,3.00276
1144,2.26362
1145,5.81612
1146,7.84876
1147,5.21557
1148,2.35601
1149,3.73729
1150,5.53894
1151,0
1152,0
1153,0
1154,2.5408
1155,4.52262
1156,0.64675
1157,0
1158,0
1159,0
1160,5.81612
1161,0
1162,0
1163,4.24545
1164,0
1165,0.83153
1166,0
1167,0
1168,3.64489
1169,5.16937
1170,5.03078
1171,7.24821
1172,2.44841
1173,2.35601
1174,2.44841
1175,28.748
1176,4.61502
1177,5.12318
1178,0
1179,6.18569
1180,0
1181,2.86418
1182,3.69109
1183,6.74005
1184,4.7998
1185,4.19925
1186,3.46011
1187,8.17214
1188,0
1189,0
1190,12.2328
1191,4.61502
1192,7.47919
1193,8.86508
1194,1.57068
1195,10.80071
1196,0
1197,2.17123
1198,7.71017
1199,0
1200,0
1201,6.74005
1202,8.6803
1203,10.8931
1204,5.12318
1205,6.37048
1206,6.18569
1207,1.10871
1208,0
1209,0
1210,6.37048
1211,10.20016
1212,0
1213,0
1214,3.73729
1215,8.31073
1216,2.77178
1217,6.78625
1218,1.57068
1219,0
1220,7.57159
1221,0.69295
1222,0
1223,6.00091
1224,3.09516
1225,0
1226,0
1227,0
1228,2.35601
1229,8.72649
1230,0
1231,0
1232,8.44932
1233,3.92207
1234,14.31164
1235,3.18293
1236,3.18293
1237,0.64675
1238,1.2473
1239,0
1240,8.07975
1241,4.56882
1242,3.41391
1243,0
1244,14.68121
1245,3.04896
1246,1.06252
1247,4.75361
1248,0
1249,14.58881
1250,13.4339
1251,6.18569
1252,0
1253,0
1254,3.41391
1255,2.40221
1256,0
1257,0
1258,4.98459
1259,0.60055
1260,10.33875
1261,0
1262,7.29441
1263,6.74005
1264,0
1265,0
1266,9.28085
1267,4.24545
1268,1.89405
1269,6.0933
1270,1.89405
1271,0
1272,1.52448
1273,1.57068
1274,0
1275,0
1276,11.67844
1277,7.3868
1278,7.89496
1279,0
1280,1.70927
1281,0
1282,6.23189
1283,3.5525
1284,3.41391
1285,2.03264
1286,5.12318
1287,3.09516
1288,0
1289,7.06343
1290,8.26453
1291,10.75452
1292,1.15491
1293,6.0471
1294,4.10686
1295,4.15305
1296,3.46011
1297,3.5987
1298,0
1299,0
1300,0
1301,3.82968
1302,1.38589
1303,0.83153
1304,7.89496
1305,0
1306,0
1307,0
1308,7.20201
1309,4.15305
1310,3.27532
1311,1.38589
1312,5.95471
1313,3.00276
1314,1.33969
1315,0
1316,2.12503
1317,1.57068
1318,0
1319,0
1320,4.846
1321,0
1322,3.41391
1323,0
1324,13.71108
1325,7.29441
1326,9.6458
1327,1.01632
1328,3.5525
1329,13.75728
1330,7.75637
1331,0.83153
1332,4.52262
1333,6.55527
1334,0
1335,0
1336,3.82968
1337,2.03264
1338,3.18293
1339,1.06252
1340,9.46102
1341,0
1342,4.70741
1343,0
1344,0
1345,4.98459
1346,6.18569
1347,2.95657
1348,6.64766
1349,7.89496
1350,0
1351,2.35601
1352,1.38589
1353,0
1354,1.43209
1355,7.71017
1356,9.32705
1357,7.80257
1358,8.26453
1359,1.52448
1360,5.53894
1361,1.06252
1362,0
1363,11.17028
1364,6.69385
1365,0
1366,8.17214
1367,8.26453
1368,7.57159
1369,1.94025
1370,0
1371,0
1372,4.75361
1373,0.13859
1374,2.63319
1375,4.43023
1376,0
1377,0.69295
1378,0
1379,3.5525
1380,9.46102
1381,7.71017
1382,0
1383,0
1384,0
1385,4.75361
1386,7.75637
1387,7.29441
1388,4.75361
1389,6.0933
1390,4.29164
1391,4.10686
1392,0
1393,3.73729
1394,0
1395,0.23098
1396,0
1397,0
1398,2.91037
1399,5.67753
1400,0
1401,0
1402,2.40221
1403,4.47643
1404,5.44655
1405,1.52448
1406,1.89405
1407,0
1408,7.71017
1409,1.70927
1410,3.73729
1411,4.75361
1412,0
1413,0
1414,0.69295
1415,7.71017
1416,9.692
1417,4.98459
1418,6.32428
1419,5.49275
1420,2.40221
1421,2.40221
1422,1.06252
1423,0
1424,2.40221
1425,0.64675
1426,7.10962
1427,1.01632
1428,1.75546
1429,3.73729
1430,2.40221
1431,0
1432,0
1433,5.26177
1434,5.07698
1435,10.66212
1436,2.40221
1437,0.83153
1438,2.4946
1439,0
1440,0
1441,3.00276
1442,1.70927
1443,0
1444,9.18846
1445,1.57068
1446,2.587
1447,3.09516
1448,0
1449,0
1450,5.95471
1451,1.06252
1452,6.0933
1453,5.07698
1454,1.57068
1455,0
1456,0
1457,2.5408
1458,2.91037
1459,0
1460,0
1461,8.12594
1462,6.18569
1463,0.55436
1464,0.83153
1465,0
1466,0
1467,9.09607
1468,0
1469,8.54171
1470,0
1471,2.587
1472,7.433
1473,5.12318
1474,3.09516
1475,5.44655
1476,9.55341
1477,5.95471
1478,6.78625
1479,3.73729
1480,1.70927
1481,7.433
1482,8.72649
1483,5.44655
1484,0
1485,2.4946
1486,1.06252
1487,5.67753
1488,7.66398
1489,10.15396
1490,24.23
1491,0
1492,3.22913
1493,3.73729
1494,0
1495,3.69109
1496,6.83244
1497,4.06066
1498,0
1499,0
1500,1.47828
1501,1.57068
1502,0
1503,0
1504,29.90291
1505,27.7363
1506,6.0933
1507,6.18569
1508,12.97194
1509,3.5525
1510,3.78348
1511,0
1512,10.10777
1513,4.29164
1514,4.75361
1515,3.22913
1516,3.96827
1517,7.433
1518,6.83244
1519,5.21557
1520,0
1521,0.13859
1522,0
1523,0
1524,0
1525,6.83244
1526,3.36772
1527,6.1395
1528,5.95471
1529,3.04896
1530,3.14135
1531,0
1532,0
1533,5.26177
1534,5.63134
1535,1.61687
1536,7.84876
1537,7.71017
1538,8.21833
1539,0
1540,4.01446
1541,4.01446
1542,4.70741
1543,12.97194
1544,7.3406
1545,1.57068
1546,10.66212
1547,4.24545
1548,0
1549,11.95562
1550,7.15582
1551,2.587
1552,7.3868
1553,2.12503
1554,1.43209
1555,0.87773
1556,6.0471
1557,0.18479
1558,0.13859
1559,0.13859
1560,0
1561,0
1562,0
1563,0
1564,0
1565,26.81237
1566,2.72559
1567,4.61502
1568,1.52448
1569,0
1570,0
1571,4.01446
1572,12.37139
1573,10.10777
1574,6.64766
1575,4.98459
1576,3.64489
1577,0
1578,5.95471
1579,6.1395
1580,3.5525
1581,0
1582,4.01446
1583,0
1584,5.44655
1585,6.18569
1586,1.06252
1587,16.10867
1588,2.4946
1589,0
1590,4.43023
1591,0
1592,0
1593,5.12318
1594,6.78625
1595,0.97012
1596,5.95471
1597,2.77178
1598,7.20201
1599,1.70927
1600,19.15302
1601,0
1602,3.90821
1603,3.95903
1604,2.5408
1605,6.0933
1606,3.95903
1607,3.80658
1608,0.76224
1609,5.63134
1610,1.77856
1611,4.51801
1612,3.50168
1613,9.84445
1614,3.09978
1615,1.01632
1616,4.77209
1617,8.62948
1618,0
1619,5.07698
1620,8.939
1621,0
1622,10.25097
1623,3.29842
1624,2.5408
1625,4.06066
1626,2.74406
1627,3.29842
1628,5.48351
1629,1.42285
1630,4.31474
1631,0
1632,0
1633,3.40005
1634,2.89651
1635,4.36556
1636,0
1637,4.56882
1638,2.5408
1639,2.08346
1640,9.09145
1641,3.5525
1642,1.5753
1643,4.87372
1644,1.16877
1645,0.50816
1646,0.20326
1647,0
1648,0
1649,0
1650,0
1651,1.52448
1652,3.5525
1653,9.79825
1654,1.52448
1655,2.94733
1656,1.42285
1657,6.29657
1658,9.29009
1659,2.13427
1660,3.5987
1661,2.94733
1662,4.41175
1663,3.14597
1664,8.32459
1665,0
1666,3.19679
1667,5.22481
1668,2.64243
1669,0.10163
1670,0
1671,2.03264
1672,7.10962
1673,5.58514
1674,8.62948
1675,4.77209
1676,1.52448
1677,1.62611
1678,4.61964
1679,7.25745
1680,1.77856
1681,0
1682,6.90636
1683,7.3637
1684,4.21311
1685,5.83922
1686,9.6458
1687,5.28025
1688,8.43084
1689,5.83922
1690,3.80658
1691,7.10962
1692,0.66061
1693,6.55065
1694,3.5525
1695,0
1696,7.56697
1697,4.41175
1698,9.79825
1699,9.53955
1700,5.02617
1701,10.00151
1702,3.34924
1703,2.89651
1704,1.5753
1705,1.16877
1706,21.37044
1707,13.5032
1708,18.27528
1709,8.02431
1710,8.73111
1711,2.74406
1712,53.29675
1713,0
1714,2.64243
1715,1.62611
1716,4.06066
1717,8.43084
1718,2.5408
1719,8.47703
1720,6.70309
1721,1.77856
1722,0.9655
1723,4.56882
1724,8.98981
1725,4.56882
1726,9.84445
1727,5.58514
1728,4.00523
1729,3.2476
1730,8.58329
1731,5.07698
1732,0
1733,6.75391
1734,3.45087
1735,7.10962
1736,0
1737,9.39634
1738,3.04896
1739,11.16566
1740,0
1741,5.07698
1742,4.26393
1743,5.83922
1744,6.70309
1745,11.93252
1746,3.80658
1747,0
1748,0
1749,11.83089
1750,5.68677
1751,5.73759
1752,1.82938
1753,6.85092
1754,2.94733
1755,2.03264
1756,3.50168
1757,4.56882
1758,7.87186
1759,11.27191
1760,2.03264
1761,7.10962
1762,0
1763,2.5408
1764,2.74406
1765,3.04896
1766,1.52448
1767,5.58514
1768,12.33905
1769,9.03601
1770,6.19493
1771,3.8574
1772,4.31474
1773,4.56882
1774,0
1775,0
1776,2.69325
1777,0
1778,6.0933
1779,27.40831
1780,0
1781,3.2476
1782,3.80658
1783,0
1784,4.56882
1785,4.06066
1786,0.55898
1787,4.72127
1788,9.49335
1789,2.5408
1790,0
1791,1.5753
1792,2.48998
1793,4.06066
1794,4.36556
1795,10.71294
1796,7.10962
1797,0
1798,2.5408
1799,3.90821
1800,2.48998
1801,3.04896
1802,0
1803,2.5408
1804,4.36556
1805,6.19493
1806,2.59162
1807,8.939
1808,2.03264
1809,2.03264
1810,4.56882
1811,0
1812,0
1813,0.20326
1814,0
1815,11.93252
1816,2.43917
1817,3.5525
1818,4.92453
1819,6.95717
1820,7.61778
1821,2.5408
1822,0
1823,0
1824,4.21311
1825,1.32122
1826,3.29842
1827,1.67693
1828,5.53433
1829,3.5525
1830,5.58514
1831,2.03264
1832,4.31474
1833,3.40005
1834,4.06066
1835,0
1836,2.5408
1837,5.63134
1838,0.25408
1839,3.04896
1840,0
1841,3.29842
1842,1.32122
1843,6.29657
1844,5.43269
1845,9.89988
1846,0
1847,8.12594
1848,1.32122
1849,3.45087
1850,3.65413
1851,0
1852,3.65413
1853,2.03264
1854,6.70309
1855,4.31474
1856,4.00523
1857,2.03264
1858,1.93101
1859,4.67045
1860,3.70495
1861,6.65228
1862,7.87186
1863,7.66398
1864,4.21311
1865,0
1866,5.33106
1867,6.3982
1868,4.46719
1869,4.56882
1870,2.43917
1871,10.20478
1872,0
1873,11.16566
1874,6.44439
1875,10.45886
1876,11.67844
1877,0
1878,0
1879,5.83922
1880,0
1881,0
1882,5.94085
1883,5.94085
1884,3.80658
1885,0
1886,4.06066
1887,0
1888,6.03787
1889,7.87186
1890,0.25408
1891,1.37203
1892,2.48998
1893,4.11148
1894,7.97349
1895,7.3637
1896,0
1897,4.81828
1898,6.95717
1899,0
1900,3.70495
1901,7.21125
1902,0
1903,0
1904,34.00977
1905,5.58514
1906,0
1907,0
1908,1.42285
1909,1.32122
1910,5.17861
1911,1.52448
1912,10.6575
1913,6.0933
1914,0
1915,6.24575
1916,4.56882
1917,2.64243
1918,12.94422
1919,0
1920,0
1921,8.98981
1922,0
1923,6.44439
1924,7.51615
1925,4.46719
1926,3.34924
1927,9.13764
1928,6.29657
1929,6.60146
1930,6.70309
1931,3.5525
1932,13.457
1933,9.53955
1934,2.43917
1935,8.12594
1936,3.5525
1937,3.04896
1938,2.5408
1939,5.02617
1940,6.24575
1941,7.81643
1942,1.47366
1943,2.99814
1944,0
1945,4.36556
1946,6.80473
1947,28.42001
1948,0
1949,2.5408
1950,2.28672
1951,5.07698
1952,5.02617
1953,3.70495
1954,3.95903
1955,1.98182
1956,0
1957,5.58514
1958,0
1959,3.45087
1960,4.87372
1961,1.32122
1962,2.69325
1963,2.79488
1964,3.5987
1965,9.59499
1966,11.21648
1967,4.97535
1968,2.2359
1969,4.31474
1970,10.40804
1971,7.61778
1972,0
1973,4.81828
1974,13.75728
1975,5.83922
1976,14.37169
1977,10.00151
1978,0.81306
1979,5.07698
1980,0
1981,10.15396
1982,0
1983,4.16229
1984,0.25408
1985,3.80658
1986,11.16566
1987,0
1988,6.60146
1989,8.02431
1990,2.8457
1991,1.21958
1992,7.77023
1993,6.29657
1994,5.17861
1995,12.23742
1996,5.78841
1997,2.59162
1998,3.95903
1999,9.44254
2000,4.56882
2001,8.62948
2002,6.19493
2003,3.5525
2004,4.06066
2005,0.76224
2006,12.1866
2007,3.5525
2008,9.13764
2009,0
2010,8.62948
2011,11.52599
2012,13.1983
2013,4.26393
2014,0
2015,10.00151
2016,1.52448
2017,0
2018,11.27191
2019,0
2020,1.52448
2021,5.94085
2022,5.48351
2023,1.01632
2024,1.47366
2025,0
2026,4.56882
2027,13.1983
2028,7.71941
2029,2.28672
2030,1.77856
2031,0
2032,7.81643
2033,8.43084
2034,5.38188
2035,3.5525
2036,3.75576
2037,2.8457
2038,6.65228
2039,5.02617
2040,6.65228
2041,4.00523
2042,3.34924
2043,10.71294
2044,5.63134
2045,3.90821
2046,5.78841
2047,9.94608
2048,7.81643
2049,3.14597
2050,6.80473
2051,9.09145
2052,5.99167
2053,6.80473
2054,5.38188
2055,7.61778
2056,4.56882
2057,8.07051
2058,7.25745
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
