Auxiliary column,policy,seed,obj,dual,instance,nnodes,nlps,nlpit,nbranch,featime,inftime,dual_integral_1e4,btime,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime,Number,Speedup ratio,Time-AVG,Time-Min,Time-Max,Ratio-AVG,Ratio-Min,Ratio-Max
4,PGNN_80k,2026,589534.9,589534.9,case118_2433/case118_2433.lp,5220,6759,1445430,2829,11.355,61.987,0,643,683,0,optimal,0,0,683.171,655.906,3,1.44,,,,,,
0,RPB,2026,574614.4,574614.4,case118_2434/case118_2434.lp,2996,4592,931432,2101,0,0,0,601,636,0,optimal,384,0,635.68,609.781,4,1,,,,,,
1,Gasse_80k,2026,574614.4,574614.4,case118_2434/case118_2434.lp,2231,2714,521501,1213,5.009,24.866,0,238,275,0,optimal,0,0,274.472,265.094,4,2.31,,,,,,
2,Wei_80k,2026,574614.4,574614.4,case118_2434/case118_2434.lp,1191,1498,297100,616,2.759,12.664,0,134,172,0,optimal,0,0,172.208,165.297,4,3.7,,,,,,
3,NoAMILP_80k,2026,574614.4,574614.4,case118_2434/case118_2434.lp,2075,2383,420685,1111,4.559,22.483,0,195,233,0,optimal,0,0,232.965,224.562,4,2.73,,,,,,
4,PGNN_80k,2026,574614.4,574614.4,case118_2434/case118_2434.lp,2571,3358,570906,1440,5.86,29.948,0,267,302,0,optimal,0,0,302.082,290.469,4,2.11,,,,,,
0,RPB,2026,588832.5,588832.5,case118_2435/case118_2435.lp,2511,3882,439019,1807,0,0,0,327,361,0,optimal,346,0,361.281,347.172,5,1,,,,,,
1,Gasse_80k,2026,588832.5,588832.5,case118_2435/case118_2435.lp,2753,3286,395741,1495,6.082,32.09,0,210,245,0,optimal,0,0,245.296,236.172,5,1.47,,,,,,
2,Wei_80k,2026,588832.5,588832.5,case118_2435/case118_2435.lp,2813,3566,545992,1564,6.165,33.098,0,255,291,0,optimal,0,0,291.588,282.141,5,1.24,,,,,,
3,NoAMILP_80k,2026,588832.5,588832.5,case118_2435/case118_2435.lp,1788,2483,462036,1001,4.086,21.766,0,204,240,0,optimal,0,0,240.115,230.922,5,1.5,,,,,,
4,PGNN_80k,2026,588832.5,588832.5,case118_2435/case118_2435.lp,2303,2868,418447,1232,4.897,26.05,0,197,233,0,optimal,0,0,232.571,224.844,5,1.55,,,,,,
0,RPB,2026,561755.6,561755.6,case118_2501/case118_2501.lp,376,475,129904,236,0,0,0,100,131,0,optimal,21,0,131.127,125.5,6,1,,,,,,
1,Gasse_80k,2026,561755.6,561755.6,case118_2501/case118_2501.lp,176,309,121424,108,0.638,1.967,0,24,52,0,optimal,0,0,51.777,49.906,6,2.52,,,,,,
2,Wei_80k,2026,561755.6,561755.6,case118_2501/case118_2501.lp,154,332,131958,85,0.546,1.569,0,24,53,0,optimal,0,0,52.233,50,6,2.47,,,,,,
3,NoAMILP_80k,2026,561755.6,561755.6,case118_2501/case118_2501.lp,143,242,104821,77,0.357,1.445,0,19,47,0,optimal,0,0,46.823,45.141,6,2.79,,,,,,
4,PGNN_80k,2026,561755.6,561755.6,case118_2501/case118_2501.lp,213,298,108479,142,0.797,2.692,0,22,53,0,optimal,0,0,53.049,51.219,6,2.47,,,,,,
0,RPB,2026,580372,580372,case118_2504/case118_2504.lp,2431,4546,952736,1796,0,0,0,587,628,0,optimal,481,0,627.748,603.062,7,1,,,,,,
1,Gasse_80k,2026,580372,580372,case118_2504/case118_2504.lp,1697,2842,624877,880,3.298,22.223,0,255,299,0,optimal,0,0,299.694,287.703,7,2.1,,,,,,
2,Wei_80k,2026,580372,580372,case118_2504/case118_2504.lp,1235,1882,499325,668,2.63,16.912,0,196,242,0,optimal,0,0,242.307,233.172,7,2.6,,,,,,
3,NoAMILP_80k,2026,580372,580372,case118_2504/case118_2504.lp,1456,2531,711566,731,2.781,18.617,0,257,298,0,optimal,0,0,297.781,286.688,7,2.11,,,,,,
4,PGNN_80k,2026,580372,580372,case118_2504/case118_2504.lp,1890,2974,664917,1028,3.91,25.822,0,259,303,0,optimal,0,0,302.463,291.297,7,2.07,,,,,,
0,RPB,2026,602511.7,602511.7,case118_2505/case118_2505.lp,194,781,108532,140,0,0,0,81,122,0,optimal,4,0,122.282,117.859,8,1,,,,,,
1,Gasse_80k,2026,602511.7,602511.7,case118_2505/case118_2505.lp,76,834,232354,48,0.25,1.203,0,47,91,0,optimal,0,0,91.188,87.703,8,1.34,,,,,,
2,Wei_80k,2026,602511.7,602511.7,case118_2505/case118_2505.lp,61,676,112330,33,0.384,0.83,0,13,55,0,optimal,0,0,55.052,53.016,8,2.22,,,,,,
3,NoAMILP_80k,2026,602511.7,602511.7,case118_2505/case118_2505.lp,84,835,182017,46,0.239,1.124,0,25,68,0,optimal,0,0,68.934,66.547,8,1.79,,,,,,
4,PGNN_80k,2026,602511.7,602511.7,case118_2505/case118_2505.lp,464,1259,279474,324,1.419,8.102,0,86,126,0,optimal,0,0,125.98,121.391,8,0.97,,,,,,
0,RPB,2026,571827.7,571827.7,case118_2532/case118_2532.lp,4362,7777,2319811,3300,0,0,0,1377,1426,0,optimal,764,0,1425.911,1370.391,9,1,,,,,,
1,Gasse_80k,2026,571827.7,571827.7,case118_2532/case118_2532.lp,3192,4522,1465316,1887,7.459,48.278,0,603,653,0,optimal,0,0,652.608,628.297,9,2.18,,,,,,
2,Wei_80k,2026,571827.7,571827.7,case118_2532/case118_2532.lp,3873,5360,1539142,2468,9.624,59.568,0,648,695,0,optimal,0,0,694.708,668.266,9,2.05,,,,,,
3,NoAMILP_80k,2026,571827.7,571827.7,case118_2532/case118_2532.lp,2013,2765,874666,1420,5.737,34.213,0,355,400,0,optimal,0,0,399.508,384.516,9,3.57,,,,,,
4,PGNN_80k,2026,571827.7,571827.7,case118_2532/case118_2532.lp,3746,5210,1501885,2356,9.121,56.037,0,638,683,0,optimal,0,0,683.47,658.344,9,2.09,,,,,,
0,RPB,2026,577379.2,577379.2,case118_2534/case118_2534.lp,561,674,127932,393,0,0,0,100,127,0,optimal,10,0,127.608,122.672,10,1,,,,,,
1,Gasse_80k,2026,577379.2,577379.2,case118_2534/case118_2534.lp,524,691,130255,312,1.491,7.719,0,47,76,0,optimal,0,0,75.757,72.5,10,1.67,,,,,,
2,Wei_80k,2026,577379.2,577379.2,case118_2534/case118_2534.lp,492,718,154143,327,1.357,7.768,0,54,82,0,optimal,0,0,82.158,79.047,10,1.55,,,,,,
3,NoAMILP_80k,2026,577379.2,577379.2,case118_2534/case118_2534.lp,578,1056,339758,344,1.505,8.371,0,84,112,0,optimal,0,0,111.685,107.703,10,1.13,,,,,,
4,PGNN_80k,2026,577379.2,577379.2,case118_2534/case118_2534.lp,330,581,120809,186,0.931,4.49,0,32,59,0,optimal,0,0,59.254,57,10,2.15,,,,,,
0,RPB,2026,594729.4,593541.5,case118_2550/case118_2550.lp,10843,19277,2827614,8888,0,0,0,1756,1800,0.002001,timelimit,2558,0,1799.245,1731.781,11,1,,,,,,
1,Gasse_80k,2026,594729.4,593845,case118_2550/case118_2550.lp,13902,17815,3401769,7783,30.877,200.359,0,1754,1800,0.001489,timelimit,0,0,1799.881,1733.344,11,1,,,,,,
2,Wei_80k,2026,594729.4,593878,case118_2550/case118_2550.lp,15109,19019,3299374,8392,33.364,219.211,0,1758,1800,0.001434,timelimit,0,0,1799.716,1733.141,11,1,,,,,,
3,NoAMILP_80k,2026,595029.7,593749.6,case118_2550/case118_2550.lp,14374,18201,3478623,8092,31.943,210.183,0,1759,1800,0.002156,timelimit,0,0,1799.71,1731,11,1,,,,,,
4,PGNN_80k,2026,594729.4,594729.4,case118_2550/case118_2550.lp,10973,14423,2778921,5932,23.244,152.974,0,1377,1421,0,optimal,0,0,1421.199,1370.781,11,1.27,,,,,,
0,RPB,2026,584409.5,582883.7,case118_2560/case118_2560.lp,8700,13756,2920812,6225,0,0,0,1737,1800,0.002618,timelimit,1395,1,1799.97,1730.609,12,1,,,,,,
1,Gasse_80k,2026,584433.6,583208,case118_2560/case118_2560.lp,10247,13011,3895822,5498,21.404,144.271,0,1735,1800,0.002101,timelimit,0,0,1799.726,1733.25,12,1,,,,,,
2,Wei_80k,2026,584327.9,584327.9,case118_2560/case118_2560.lp,9033,11594,3175358,4700,18.32,123.45,0,1404,1465,0,optimal,0,0,1464.87,1410.203,12,1.23,,,,,,
3,NoAMILP_80k,2026,584327.9,584327.9,case118_2560/case118_2560.lp,8957,10758,3143000,4612,18.12,122.192,0,1381,1442,0,optimal,0,0,1441.769,1389.641,12,1.25,,,,,,
4,PGNN_80k,2026,584327.9,584327.9,case118_2560/case118_2560.lp,9798,11547,3161710,5230,20.668,134.633,0,1431,1492,0,optimal,0,0,1492.371,1437.422,12,1.21,,,,,,
0,RPB,2026,621613,619900,case118_2570/case118_2570.lp,4884,9842,3433055,3856,0,0,0,1764,1800,0.002763,timelimit,1099,0,1799.509,1728.406,13,1,,,,,,
1,Gasse_80k,2026,621613,621613,case118_2570/case118_2570.lp,3290,4958,1799471,1826,6.86,46.075,0,698,733,0,optimal,0,0,732.961,705.109,13,2.46,,,,,,
2,Wei_80k,2026,621613,621613,case118_2570/case118_2570.lp,3901,5188,1738351,2197,8.342,55.083,0,680,718,0,optimal,0,0,718.344,691.234,13,2.51,,,,,,
3,NoAMILP_80k,2026,621613,621613,case118_2570/case118_2570.lp,3081,4394,1608699,1701,6.598,43.686,0,600,636,0,optimal,0,0,636.715,612.5,13,2.83,,,,,,
4,PGNN_80k,2026,621613,621613,case118_2570/case118_2570.lp,4262,6205,2271850,2288,8.814,58.25,0,836,874,0,optimal,0,0,874.228,843.016,13,2.06,,,,,,
0,RPB,2026,581780.5,581780.5,case118_2580/case118_2580.lp,2609,5205,1433906,1871,0,0,0,543,600,0,optimal,357,0,599.725,590.5,14,1,,,,,,
1,Gasse_80k,2026,581780.5,581780.5,case118_2580/case118_2580.lp,1962,3265,1221329,1262,5.131,33.499,0,494,546,0,optimal,0,0,545.903,526.234,14,1.1,,,,,,
2,Wei_80k,2026,581780.5,581780.5,case118_2580/case118_2580.lp,1997,3451,1147614,1182,4.661,31.706,0,453,506,0,optimal,0,0,506.457,487.469,14,1.19,,,,,,
3,NoAMILP_80k,2026,581780.5,581780.5,case118_2580/case118_2580.lp,1923,3419,1316137,1217,4.792,31.497,0,536,591,0,optimal,0,0,591.64,568.578,14,1.02,,,,,,
4,PGNN_80k,2026,581780.5,581780.5,case118_2580/case118_2580.lp,2160,3289,1221610,1496,5.775,37.94,0,489,546,0,optimal,0,0,546.371,526.031,14,1.1,,,,,,
0,RPB,2026,588643.7,588643.7,case118_2590/case118_2590.lp,3724,6622,1204336,2738,0,0,0,463,484,0,optimal,699,0,484.802,482.125,15,1,,,,,,
1,Gasse_80k,2026,588643.7,588643.7,case118_2590/case118_2590.lp,6319,7908,1637779,3536,6.698,79.673,0,467,489,0,optimal,0,0,488.53,486.391,15,0.99,,,,,,
2,Wei_80k,2026,588643.7,588643.7,case118_2590/case118_2590.lp,2025,3018,661422,1069,2.165,24.64,0,166,188,0,optimal,0,0,188.144,187.641,15,2.57,,,,,,
3,NoAMILP_80k,2026,588643.7,588643.7,case118_2590/case118_2590.lp,4507,5585,1053028,2421,4.751,55.701,0,313,335,0,optimal,0,0,335.164,334.156,15,1.44,,,,,,
4,PGNN_80k,2026,588643.7,588643.7,case118_2590/case118_2590.lp,5066,6009,929569,2798,5.278,62.121,0,304,326,0,optimal,0,0,326.172,325.203,15,1.48,,,,,,
