Auxiliary column,policy,seed,obj,dual,instance,nnodes,nlps,nlpit,nbranch,featime,inftime,dual_integral_1e4,btime,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime,Number,Speedup ratio,Time-AVG,Time-Min,Time-Max,Ratio-AVG,Ratio-Min,Ratio-Max
4,NoAMILP,2026,576237.5,576237.5,case118_2405/case118_2405.lp,1921,2787,417599,1088,2.179,18.412,0,118,139,0,optimal,0,0,139.494,138.281,2,2.79,,,,,,
5,PGNN,2026,576237.5,576237.5,case118_2405/case118_2405.lp,2495,3420,481933,1372,5.19,27.938,0,203,239,0,optimal,0,0,238.947,232.656,2,1.62,,,,,,
0,RPB,2026,589534.9,589534.9,case118_2433/case118_2433.lp,4264,9025,1440083,3608,0,0,0,679,717,0,optimal,1301,0,717.147,703.203,3,1,,,,,,
1,Gasse,2026,589534.9,589534.9,case118_2433/case118_2433.lp,6210,8307,1548262,3219,12.434,68.378,0,707,745,0,optimal,0,0,744.631,723.547,3,0.96,,,,,,
2,Wei,2026,589534.9,589534.9,case118_2433/case118_2433.lp,3298,4404,824921,1844,7.321,38.765,0,372,408,0,optimal,0,0,407.953,396.172,3,1.76,,,,,,
3,NoPgraph,2026,589534.9,589534.9,case118_2433/case118_2433.lp,6237,7823,1300173,3379,13.091,70.827,0,622,658,0,optimal,0,0,658.232,639.188,3,1.09,,,,,,
4,NoAMILP,2026,589534.9,589534.9,case118_2433/case118_2433.lp,4241,5605,1055514,2255,4.637,42.671,0,308,330,0,optimal,0,0,329.636,326.25,3,2.17,,,,,,
5,PGNN,2026,589534.9,589534.9,case118_2433/case118_2433.lp,4307,5864,971687,2202,8.417,47.039,0,438,475,0,optimal,0,0,475.262,461.594,3,1.51,,,,,,
0,RPB,2026,574614.4,574614.4,case118_2434/case118_2434.lp,2996,4592,931432,2101,0,0,0,355,375,0,optimal,384,0,375.026,371.094,4,1,,,,,,
1,Gasse,2026,574614.4,574614.4,case118_2434/case118_2434.lp,4046,4734,767658,2163,4.288,38.102,0,230,249,0,optimal,0,0,249.391,247.359,4,1.51,,,,,,
2,Wei,2026,574614.4,574614.4,case118_2434/case118_2434.lp,4103,4703,873234,2290,4.691,38.506,0,256,276,0,optimal,0,0,275.544,273.438,4,1.36,,,,,,
3,NoPgraph,2026,574614.4,574614.4,case118_2434/case118_2434.lp,4554,5285,1002876,2409,4.837,42.029,0,278,298,0,optimal,0,0,297.68,294.375,4,1.26,,,,,,
4,NoAMILP,2026,574614.4,574614.4,case118_2434/case118_2434.lp,4584,5216,829958,2567,5.213,42.036,0,249,269,0,optimal,0,0,268.848,265.25,4,1.39,,,,,,
5,PGNN,2026,574614.4,574614.4,case118_2434/case118_2434.lp,3087,3777,685616,1672,3.411,29.154,0,190,210,0,optimal,0,0,210.276,208.438,4,1.79,,,,,,
0,RPB,2026,588832.5,588832.5,case118_2435/case118_2435.lp,2511,3882,439019,1807,0,0,0,186,205,0,optimal,346,0,204.743,202.438,5,1,,,,,,
1,Gasse,2026,588832.5,588832.5,case118_2435/case118_2435.lp,1836,2471,350393,984,2.019,18.063,0,100,119,0,optimal,0,0,119.245,118.547,5,1.72,,,,,,
2,Wei,2026,588832.5,588832.5,case118_2435/case118_2435.lp,1864,2364,325704,1008,2.105,18.322,0,94,114,0,optimal,0,0,114.154,112.797,5,1.8,,,,,,
3,NoPgraph,2026,588832.5,588832.5,case118_2435/case118_2435.lp,2488,3386,562833,1327,2.752,24,0,148,168,0,optimal,0,0,167.519,165.672,5,1.22,,,,,,
4,NoAMILP,2026,588832.5,588832.5,case118_2435/case118_2435.lp,2360,2892,366805,1263,2.642,23.501,0,118,138,0,optimal,0,0,137.95,136.406,5,1.49,,,,,,
5,PGNN,2026,588832.5,588832.5,case118_2435/case118_2435.lp,3003,4089,571340,1732,3.539,31.378,0,177,196,0,optimal,0,0,196.119,194.469,5,1.05,,,,,,
0,RPB,2026,561755.6,561755.6,case118_2501/case118_2501.lp,376,475,129904,236,0,0,0,57,73,0,optimal,21,0,72.922,72.25,6,1,,,,,,
1,Gasse,2026,561755.6,561755.6,case118_2501/case118_2501.lp,151,259,113462,81,0.182,1.32,0,12,28,0,optimal,0,0,27.989,27.812,6,2.61,,,,,,
2,Wei,2026,561755.6,561755.6,case118_2501/case118_2501.lp,206,510,251885,128,0.272,2.049,0,24,40,0,optimal,0,0,39.949,39.625,6,1.83,,,,,,
3,NoPgraph,2026,561755.6,561755.6,case118_2501/case118_2501.lp,212,376,164192,134,0.354,2.205,0,23,39,0,optimal,0,0,38.791,38.516,6,1.87,,,,,,
4,NoAMILP,2026,561755.6,561755.6,case118_2501/case118_2501.lp,277,415,138050,162,0.428,2.673,0,22,38,0,optimal,0,0,37.188,36.656,6,1.92,,,,,,
5,PGNN,2026,561755.6,561755.6,case118_2501/case118_2501.lp,211,515,206375,115,0.316,1.924,0,22,38,0,optimal,0,0,37.862,37.625,6,1.92,,,,,,
0,RPB,2026,580372,580372,case118_2504/case118_2504.lp,2431,4546,952736,1796,0,0,0,344,367,0,optimal,481,0,367.684,363.891,7,1,,,,,,
1,Gasse,2026,580372,580372,case118_2504/case118_2504.lp,2495,3784,782024,1420,2.782,23.326,0,196,218,0,optimal,0,0,217.742,215.734,7,1.68,,,,,,
2,Wei,2026,580372,580372,case118_2504/case118_2504.lp,2997,4176,974329,1622,3.117,27.471,0,244,266,0,optimal,0,0,266.23,263.891,7,1.38,,,,,,
3,NoPgraph,2026,580372,580372,case118_2504/case118_2504.lp,951,1683,393910,491,1.014,8.431,0,89,112,0,optimal,0,0,111.927,110.672,7,3.28,,,,,,
4,NoAMILP,2026,580372,580372,case118_2504/case118_2504.lp,2761,3854,774936,1529,2.988,25.802,0,207,229,0,optimal,0,0,229.063,225.969,7,1.6,,,,,,
5,PGNN,2026,580372,580372,case118_2504/case118_2504.lp,1615,2279,544753,940,1.816,15.364,0,133,156,0,optimal,0,0,156.054,154.922,7,2.35,,,,,,
0,RPB,2026,602511.7,602511.7,case118_2505/case118_2505.lp,194,781,108532,140,0,0,0,48,71,0,optimal,4,0,71.136,70.438,8,1,,,,,,
1,Gasse,2026,602511.7,602511.7,case118_2505/case118_2505.lp,127,1104,366263,84,0.259,1.158,0,37,60,0,optimal,0,0,59.687,59.125,8,1.18,,,,,,
2,Wei,2026,602511.7,602511.7,case118_2505/case118_2505.lp,90,808,209742,57,0.204,0.962,0,21,44,0,optimal,0,0,43.727,43.5,8,1.61,,,,,,
3,NoPgraph,2026,602511.7,602511.7,case118_2505/case118_2505.lp,65,786,146824,35,0.089,0.601,0,12,35,0,optimal,0,0,34.969,34.578,8,2.03,,,,,,
4,NoAMILP,2026,602511.7,602511.7,case118_2505/case118_2505.lp,143,805,139622,99,0.298,1.631,0,19,42,0,optimal,0,0,42.189,41.859,8,1.69,,,,,,
5,PGNN,2026,602511.7,602511.7,case118_2505/case118_2505.lp,75,709,122294,40,0.099,0.662,0,8,31,0,optimal,0,0,31.081,30.828,8,2.29,,,,,,
0,RPB,2026,571827.7,571827.7,case118_2532/case118_2532.lp,4362,7777,2319811,3300,0,0,0,788,813,0,optimal,764,0,812.59,803.891,9,1,,,,,,
1,Gasse,2026,571827.7,571827.7,case118_2532/case118_2532.lp,2636,3831,1248222,1636,3.251,26.072,0,289,315,0,optimal,0,0,315.54,313.109,9,2.58,,,,,,
2,Wei,2026,571827.7,571827.7,case118_2532/case118_2532.lp,3364,4372,1255020,2109,4.155,34.121,0,305,331,0,optimal,0,0,330.764,327.75,9,2.46,,,,,,
3,NoPgraph,2026,571827.7,571827.7,case118_2532/case118_2532.lp,1179,2124,789683,711,1.399,12.107,0,171,196,0,optimal,0,0,196.485,193.906,9,4.15,,,,,,
4,NoAMILP,2026,571827.7,571827.7,case118_2532/case118_2532.lp,1140,2103,766739,716,1.424,11.897,0,156,182,0,optimal,0,0,181.801,179.938,9,4.47,,,,,,
5,PGNN,2026,571827.7,571827.7,case118_2532/case118_2532.lp,1883,2989,1171587,1153,2.294,18.975,0,270,295,0,optimal,0,0,295.081,291.562,9,2.76,,,,,,
0,RPB,2026,577379.2,577379.2,case118_2534/case118_2534.lp,561,674,127932,393,0,0,0,60,74,0,optimal,10,0,74.396,73.625,10,1,,,,,,
1,Gasse,2026,577379.2,577379.2,case118_2534/case118_2534.lp,382,528,144322,247,0.571,3.871,0,28,43,0,optimal,0,0,42.252,42,10,1.72,,,,,,
2,Wei,2026,577379.2,577379.2,case118_2534/case118_2534.lp,151,232,75337,86,0.26,1.394,0,9,23,0,optimal,0,0,23.496,23.203,10,3.22,,,,,,
3,NoPgraph,2026,577379.2,577379.2,case118_2534/case118_2534.lp,204,340,118852,126,0.267,2.001,0,17,32,0,optimal,0,0,31.507,31.188,10,2.31,,,,,,
4,NoAMILP,2026,577379.2,577379.2,case118_2534/case118_2534.lp,331,452,117938,218,0.555,3.517,0,21,36,0,optimal,0,0,35.651,35.109,10,2.06,,,,,,
5,PGNN,2026,577379.2,577379.2,case118_2534/case118_2534.lp,421,636,145984,252,0.565,3.926,0,25,39,0,optimal,0,0,39.821,39.781,10,1.9,,,,,,
0,RPB,2026,594729.4,593555.9,case118_2550/case118_2550.lp,11045,19659,2894866,9043,0,0,0,1776,1800,0.001977,timelimit,2612,0,1799.02,1747.438,11,1,,,,,,
1,Gasse,2026,594729.4,594729.4,case118_2550/case118_2550.lp,18219,23525,4356395,9446,18.512,166.609,0,1339,1363,0,optimal,0,0,1362.831,1348.938,11,1.32,,,,,,
2,Wei,2026,594729.4,594729.4,case118_2550/case118_2550.lp,16353,22656,4807024,8466,16.743,150.169,0,1400,1424,0,optimal,0,0,1424.257,1410.891,11,1.26,,,,,,
3,NoPgraph,2026,594729.4,594729.4,case118_2550/case118_2550.lp,19347,24030,4112873,10061,19.752,176.543,0,1320,1344,0,optimal,0,0,1344.149,1332.625,11,1.34,,,,,,
4,NoAMILP,2026,594729.4,594729.4,case118_2550/case118_2550.lp,15517,20404,3998200,8150,18.564,144.749,0,1353,1377,0,optimal,0,0,1377.141,1353.047,11,1.31,,,,,,
5,PGNN,2026,594729.4,594729.4,case118_2550/case118_2550.lp,13424,16572,3299270,7009,26.351,142.703,0,1568,1609,0,optimal,0,0,1609.762,1566.344,11,1.12,,,,,,
0,RPB,2026,584409.5,582900.3,case118_2560/case118_2560.lp,9101,14434,3033704,6519,0,0,0,1742,1800,0.002589,timelimit,1483,1,1799.729,1749.219,12,1,,,,,,
1,Gasse,2026,584327.9,582758.5,case118_2560/case118_2560.lp,9784,13440,4345544,5572,20.258,112.37,0,1742,1800,0.002693,timelimit,0,0,1799.682,1749.375,12,1,,,,,,
2,Wei,2026,584327.9,584327.9,case118_2560/case118_2560.lp,10099,14023,3899379,5377,20.295,108.814,0,1639,1700,0,optimal,0,0,1699.666,1652.844,12,1.06,,,,,,
3,NoPgraph,2026,584327.9,584327.9,case118_2560/case118_2560.lp,10887,13768,3805809,5756,20.671,115.577,0,1583,1643,0,optimal,0,0,1643.009,1595.625,12,1.1,,,,,,
4,NoAMILP,2026,584327.9,583273.7,case118_2560/case118_2560.lp,11901,15386,4306855,6588,22.389,131.144,0,1734,1800,0.001807,timelimit,0,0,1799.161,1747.547,12,1,,,,,,
5,PGNN,2026,584425.2,583334.3,case118_2560/case118_2560.lp,11181,14737,4120161,6093,22.867,124.868,0,1741,1800,0.00187,timelimit,0,0,1799.258,1751.453,12,1,,,,,,
0,RPB,2026,621613,619993,case118_2570/case118_2570.lp,5276,10593,3729522,4092,0,0,0,1765,1800,0.002613,timelimit,1169,0,1799.298,1750.281,13,1,,,,,,
1,Gasse,2026,621613,621613,case118_2570/case118_2570.lp,4223,6351,2268863,2194,8.174,43.413,0,788,823,0,optimal,0,0,823.355,801.078,13,2.19,,,,,,
2,Wei,2026,621613,621613,case118_2570/case118_2570.lp,4024,5734,2094678,2207,8.025,43.541,0,747,783,0,optimal,0,0,782.519,762.312,13,2.3,,,,,,
3,NoPgraph,2026,621613,621613,case118_2570/case118_2570.lp,2906,4307,1401199,1573,5.742,31.487,0,501,536,0,optimal,0,0,536.471,521.547,13,3.36,,,,,,
4,NoAMILP,2026,621613,621613,case118_2570/case118_2570.lp,4810,7065,2284125,2694,9.993,52.79,0,819,854,0,optimal,0,0,854.524,830.516,13,2.11,,,,,,
5,PGNN,2026,621613,621613,case118_2570/case118_2570.lp,3188,4865,1684407,1724,6.336,34.511,0,618,654,0,optimal,0,0,654.446,635.969,13,2.75,,,,,,
0,RPB,2026,581780.5,581780.5,case118_2580/case118_2580.lp,2609,5205,1433906,1871,0,0,0,494,524,0,optimal,357,0,524.47,519.562,14,1,,,,,,
1,Gasse,2026,581780.5,581780.5,case118_2580/case118_2580.lp,2847,4223,1548528,1792,6.954,37.079,0,616,669,0,optimal,0,0,669.421,650.875,14,0.78,,,,,,
2,Wei,2026,581780.5,581780.5,case118_2580/case118_2580.lp,3097,4435,1429307,1805,3.824,32.662,0,382,434,0,optimal,0,0,434.674,428.031,14,1.21,,,,,,
3,NoPgraph,2026,581780.5,581780.5,case118_2580/case118_2580.lp,2609,3963,1205560,1640,3.272,27.033,0,296,327,0,optimal,0,0,326.942,324.469,14,1.6,,,,,,
4,NoAMILP,2026,581780.5,581780.5,case118_2580/case118_2580.lp,2164,3221,1161301,1410,5.545,29.433,0,456,508,0,optimal,0,0,507.944,493.969,14,1.03,,,,,,
5,PGNN,2026,581780.5,581780.5,case118_2580/case118_2580.lp,2225,3363,1037653,1379,2.724,23.069,0,252,283,0,optimal,0,0,282.168,279.875,14,1.85,,,,,,
0,RPB,2026,588643.7,588643.7,case118_2590/case118_2590.lp,3724,6622,1204336,2738,0,0,0,461,483,0,optimal,699,0,482.584,478.062,15,1,,,,,,
1,Gasse,2026,588643.7,588643.7,case118_2590/case118_2590.lp,5447,7452,1417124,2801,5.415,49.399,0,386,408,0,optimal,0,0,407.338,403.562,15,1.18,,,,,,
2,Wei,2026,588643.7,588643.7,case118_2590/case118_2590.lp,4882,6314,1016693,2591,5.157,45.105,0,294,315,0,optimal,0,0,315.176,312.156,15,1.53,,,,,,
3,NoPgraph,2026,588643.7,588643.7,case118_2590/case118_2590.lp,5335,6783,1223718,2909,5.712,50.245,0,349,371,0,optimal,0,0,370.453,367.375,15,1.3,,,,,,
4,NoAMILP,2026,588643.7,588643.7,case118_2590/case118_2590.lp,6381,7930,1280165,3432,13.013,67.175,0,604,640,0,optimal,0,0,640.592,622.25,15,0.75,,,,,,
5,PGNN,2026,588643.7,588643.7,case118_2590/case118_2590.lp,5516,7340,1252757,2879,5.681,50.64,0,354,375,0,optimal,0,0,375.61,372.953,15,1.29,,,,,,
